seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,500,8.254121055528783,1.2975422691852145e-7,9.87302595234496e-8,2229,0,0,3.6689098250336474,1.2650628263496178,Inf,Inf,1185.372436035,1185.145909812
2,500,8.682231613271565,1.1079950645864756e-7,9.828434421876864e-8,4013,0,0,3.4839272364814353,1.1177233156988773,Inf,Inf,1934.729496212,1934.67812648
3,500,8.270115985402953,1.1010608780281927e-7,9.729905592337218e-8,2243,0,0,3.615247436469015,1.1040753591151091,Inf,Inf,956.280395984,956.214126339
4,500,8.310307861976561,8.762127734485148e-8,9.849128979055877e-8,3356,0,0,3.5038736591179975,1.0950300463974056,Inf,Inf,1524.196397836,1524.150021156
5,500,8.36502282927953,1.0332484556840882e-7,9.382985233230556e-8,2303,0,0,3.6439426834563613,1.474667790186538,Inf,Inf,1045.540335796,1045.490106624
1,1000,8.346210801247055,0.07763926799803045,0.07812323685003975,1130,0,0,5.056637168141593,2.8562202288659297,Inf,Inf,3604.968282903,3604.473557546
2,1000,8.393089063963755,0.02037837917344376,0.020851295571414852,1398,0,0,4.793276108726753,1.8577271531842072,Inf,Inf,3601.928309089,3601.634571405
3,1000,8.519700446452287,0.0063152621359616745,0.006324688199748962,1531,0,0,4.5858915741345525,2.307908435163512,Inf,Inf,3602.184367464,3601.980259865
4,1000,8.60898526818914,0.03673270898861425,0.03790938222450002,1446,0,0,4.745504840940526,2.013852680046772,Inf,Inf,3601.54043112,3601.193082851
5,1000,8.4360661627494,0.06286828154192747,0.06120080082990853,1416,0,0,4.8658192090395485,2.2118386336130214,Inf,Inf,3602.256527596,3601.98365134
1,1500,9.163030971060264,3.5858095433933865,3.563291645057225,279,0,0,7.096774193548387,5.809440065383967,Inf,Inf,3606.932373899,3606.202474088
2,1500,9.082497083064839,3.2068802610501255,3.2078709786185335,291,0,0,6.810996563573883,5.243914308920245,Inf,Inf,3612.988350646,3612.240575637
3,1500,8.748164182194714,2.3963748990289844,2.3995173131815886,294,0,0,6.76530612244898,4.81352124395826,Inf,Inf,3604.608347122,3603.852335173
4,1500,9.06750698801768,3.0072139053299374,2.9554504677528914,299,0,0,6.655518394648829,4.7767327558666315,Inf,Inf,3606.389834593,3605.7654662
5,1500,8.94491264836877,2.875222576917942,2.8808398362193604,299,0,0,6.739130434782608,4.849981724836891,Inf,Inf,3612.884379474,3612.158411763
1,2000,9.438207602714446,4.231911375516043,4.277682149532987,246,0,0,7.308943089430894,5.619398008721347,Inf,Inf,3611.153843304,3610.341560087
2,2000,9.538962150237287,4.5800971370582,4.532040173145379,244,0,0,7.364754098360656,5.958891024663086,Inf,Inf,3613.100334348,3612.303809409
3,2000,9.369809302524287,4.2196004819913835,4.2762526919409805,246,0,0,7.373983739837398,6.015488001964207,Inf,Inf,3610.988343522,3610.212065771
4,2000,9.568127156621458,5.038547056487566,5.216196262329229,241,0,0,7.547717842323651,6.062762449581488,Inf,Inf,3617.701776023,3616.908449041
5,2000,9.451349782507304,4.393534834481192,4.381583955388875,245,0,0,7.3795918367346935,6.023076510587601,Inf,Inf,3605.316403941,3604.645318976
1,2500,10.789798427796741,7.724594553106485,7.641040689313762,196,0,0,8.010204081632653,6.693272394184514,Inf,Inf,3611.960387064,3611.15447829
2,2500,11.466071341920284,10.100220922606933,10.150116311369215,166,0,0,9.716867469879517,9.012346000393803,Inf,Inf,3617.008365137,3616.158756066
