seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter,time,fw_time
1,500,8.254121055529014,9.131580043231224e-7,9.131578444510069e-7,10739,0.38960797094701555,0.6906420394587147,3600.846903519,3600.641815862
2,500,8.682231613272656,1.0169545028304583e-6,1.0169548190219757e-6,10742,0.2763917333829827,0.5700524318244308,3600.454852187,3600.289800067
3,500,8.270115985403143,7.646367929936559e-7,7.646366526614656e-7,10553,0.36529896711835497,0.6725397757583832,3600.53074279,3600.417840788
4,500,8.31030786197702,1.0518386446278782e-6,1.0518384314650575e-6,11191,0.3400053614511661,0.6555789042542141,3600.472162055,3600.299958074
5,500,8.36502282927982,6.661030003130008e-7,6.661030962362702e-7,9914,0.3601977002219084,0.7216677902793212,3600.500160736,3600.309985368
1,1000,8.3460851531717,0.021249573302444702,0.021038964708449015,2139,0.1402524544179523,0.35001287138875203,3603.606080607,3603.156538423
2,1000,8.39309144907944,0.018824277750013607,0.01899229765378152,2331,0.13728013728013727,0.34670141268545873,3602.554037099,3602.059057733
3,1000,8.519701332217034,0.006027431221896862,0.006350664692424957,2385,0.14046121593291405,0.3487426436298505,3603.310094504,3602.821693669
4,1000,8.608958819870065,0.0245251024434463,0.024599958934606647,2481,0.14349052801289802,0.35407613316286657,3602.482138853,3602.122099743
5,1000,8.435995936570558,0.011905091249081678,0.012422536733552647,2507,0.1364180295173514,0.34561731780849825,3602.504905667,3601.970192184
1,1500,9.080060764260626,3.148884553736817,3.138891101523603,715,0.0951048951048951,0.293565131070579,3610.201580172,3609.510138773
2,1500,8.927530773591606,2.2233250380468057,2.223294528865207,713,0.1150070126227209,0.3236237606139267,3606.408232295,3605.714401839
3,1500,8.667872674999108,1.8444111513152297,1.8550044502907514,716,0.12011173184357542,0.32959053015592693,3604.723167904,3603.989985545
4,1500,8.92087144276653,2.1023579705959055,2.0918758984388948,717,0.11854951185495119,0.32777242814808405,3608.949805019,3608.27516872
5,1500,8.940957090073088,2.714645257359285,2.689692781550347,721,0.10540915395284327,0.30729307468509953,3606.374010596,3605.756334655
1,2000,9.346862139123083,3.172888378679831,3.2181634114051363,652,0.10889570552147239,0.3166365211004346,3612.12636296,3611.345709138
2,2000,9.419328009525515,3.956135816877513,3.825806200813096,650,0.1076923076923077,0.3102301408801809,3606.454471902,3605.609802494
3,2000,9.202675846614842,3.3746383972903704,3.4031159793838235,655,0.10381679389312977,0.31022448716896345,3609.033819371,3608.228680627
4,2000,9.337469528707764,3.6470381762402084,3.7647789486119105,675,0.09777777777777778,0.30218459454285657,3608.398995421,3607.754622459
5,2000,9.3460604415889,4.020673708004239,4.004645730135698,658,0.1033434650455927,0.3095945312586052,3604.966686138,3604.276456115
1,2500,10.53167568649078,5.327809263008671,5.332872519601155,541,0.10351201478743069,0.31092254356369586,3609.923919849,3609.035846395
2,2500,11.2458253853563,7.9452593362167825,7.958747184005031,550,0.07818181818181819,0.2753973179406957,3611.165608485,3610.287403802
3,2500,10.870074701019968,6.950801273756435,7.144607818785101,545,0.09174311926605505,0.2952218882514512,3609.478331167,3608.698722753
4,2500,10.93579003399045,8.038301510754422,8.028586167099734,549,0.07468123861566485,0.2631160453397917,3605.58114285,3604.688304975
5,2500,10.696705405046098,6.28785896695722,6.579599099144346,543,0.09576427255985268,0.29453903514311974,3610.547766656,3609.697512109
1,3000,10.433054747085686,7.097458278247554,7.06292357273648,506,0.09881422924901186,0.3116843050507185,3609.292030457,3608.389997204
2,3000,10.471898184519247,6.679058973900803,6.565605201873446,503,0.09741550695825049,0.29681791861484386,3608.138582832,3607.276850287
3,3000,10.724801331748727,8.685790916684676,8.75230333643842,509,0.08055009823182711,0.27954351841173836,3608.384116133,3607.504062736
4,3000,10.373954063465183,7.772560260734728,7.767455852208565,509,0.08055009823182711,0.27954351841173836,3608.042558731,3607.288174519
5,3000,10.466566256946274,7.520119263050294,7.51798794332414,505,0.09306930693069307,0.29081761648846954,3606.910658192,3605.989031172
1,3500,12.730470018819835,15.372349546959887,15.49246047963453,466,0.05793991416309013,0.23388087362714116,3608.820420394,3607.75732589
2,3500,11.660949408756876,9.891959439886271,9.87031712415088,457,0.08971553610503283,0.28608696621162294,3612.276935333,3611.435179356
3,3500,11.266686388925256,8.834148642841736,8.810112966014133,454,0.1013215859030837,0.302086953873865,3612.637904909,3611.644176859
