seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter,time,fw_time
4,3500,11.61471986216512,10.347607513797183,10.250376683944205,458,0.07423580786026202,0.262440917734687,3608.693917368,3607.849547267
5,3500,11.396229263085127,9.152043850596362,9.160560787485421,454,0.0947136563876652,0.30057822412762025,3611.455334071,3610.495850577
1,4000,12.562106524182372,15.431136142967562,15.385123187518435,398,0.0728643216080402,0.26974628751967455,3611.122566188,3609.827173081
2,4000,12.361349236292494,14.050352394245373,13.920448074513702,398,0.07537688442211055,0.2643307859507701,3612.183027901,3611.099540618
3,4000,12.189278211048242,13.630830864277144,13.66558233052954,397,0.07808564231738035,0.2686448647451547,3608.227310854,3607.187770948
4,4000,11.974136895494032,12.674672126882456,12.653088487206002,391,0.08695652173913043,0.28213234874320575,3610.031449505,3608.832325673
5,4000,12.557496105204962,16.2851429280963,16.265207812002615,398,0.07035175879396985,0.25606079426991196,3614.149072739,3612.967345835
1,4500,19.498160001243406,85.74547028763664,89.76739316008906,249,0.020080321285140562,0.1405576221176932,3615.318642596,3613.080223707
2,4500,19.09283840935308,76.19427267784035,81.83684541564341,250,0.02,0.1402808428098354,3616.815084875,3614.594326241
3,4500,15.840953295535499,39.741034554449826,42.0095477945732,247,0.044534412955465584,0.2066980187747478,3622.042539477,3620.168349845
4,4500,18.488192475453634,74.34411122273669,73.47120720105627,250,0.024,0.15335603114699017,3623.750510718,3621.511992818
5,4500,31.757558549390957,463.6573402405847,505.9658100513725,251,0.0,0.0,3614.757765538,3612.544068896
1,5000,19.73502778858408,98.85393680261544,99.54099864120292,226,0.022123893805309734,0.14741295783498742,3628.150890422,3625.308546935
2,5000,17.409536786662475,60.63951915589232,60.47326857521302,225,0.03111111111111111,0.17400510848184253,3619.146610061,3616.588953873
3,5000,22.662619436429264,158.63310032334041,177.74817611533484,227,0.01762114537444934,0.13186067027379314,3617.391729612,3614.73413073
4,5000,29.174733231963472,373.7164656859289,390.13602928519407,229,0.004366812227074236,0.06608186004550898,3625.409249319,3622.994572536
5,5000,16.60234816629884,50.951180664610064,53.557134839080874,224,0.04017857142857143,0.19681765088576833,3626.392376659,3624.293106118
