seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
2,3000,3612.107760381,3611.223994792,10.717139527337359,8.88507022703957,8.878191419518547,169,0,0,8.804733727810651,8.226176357119932,Inf,Inf
