seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,500,8.25412105552878,1.0158241359192743e-7,9.949393842134668e-8,2167,0,0,3.3544070143054916,0.5235962250927582,Inf,Inf,917.052441511,916.780215786
2,500,8.682231613271568,1.0078693257753457e-7,9.644085707805061e-8,4475,0,0,3.2804469273743018,0.4978808705207489,Inf,Inf,1920.93762378,1920.885982718
3,500,8.270115985402951,1.2156291973042244e-7,9.046716620275674e-8,1999,0,0,3.314657328664332,0.5251819553462294,Inf,Inf,914.872506526,914.829845078
4,500,8.310307861976566,1.0573561581850299e-7,9.52286267619229e-8,3018,0,0,3.332007952286282,0.5134350228036785,Inf,Inf,1488.160450455,1488.105946208
5,500,8.365022829279528,1.1248416775799797e-7,9.789232535695191e-8,2290,0,0,3.3209606986899565,0.5217396574816928,Inf,Inf,893.492547766,893.401982632
1,1000,8.346073514162152,0.02101058772731257,0.0211669689816123,1305,0,0,3.9295019157088125,0.3386120355473103,Inf,Inf,3603.764469603,3603.182132616
2,1000,8.393089056630433,0.016458931195847626,0.016495404641711175,1479,0,0,3.922244759972955,0.35096825993768627,Inf,Inf,3603.828623986,3603.495791567
3,1000,8.519700472961263,0.007075550277887643,0.007072291162693034,1524,0,0,3.8674540682414698,0.3828442830947635,Inf,Inf,3601.74876308,3601.430130954
4,1000,8.60896077245113,0.03082236646037373,0.030539818871176294,1516,0,0,3.9518469656992083,0.2808342457656249,Inf,Inf,3602.856357492,3602.54223408
5,1000,18.074773433352444,104.37663962756463,104.37663962756463,3079,0,0,1.0224098733354985,0.2583584649410756,Inf,Inf,3601.20859294,3600.854050703
1,1500,8.799618357647576,1.6358231875873788,1.6245842364000431,455,0,0,3.8505494505494506,0.5222734161602244,Inf,Inf,3612.216433955,3611.383885775
2,1500,8.800825417978174,1.6758787451230877,1.6508413383644243,464,0,0,3.8663793103448274,0.4955863888081243,Inf,Inf,3610.672451636,3610.074764836
3,1500,8.613957295130671,1.2912125917925916,1.2859053638124216,468,0,0,3.8867521367521367,0.460420307114199,Inf,Inf,3608.912458361,3608.188423447
4,1500,8.836870099522525,1.556665008110464,1.6223412451550097,470,0,0,3.882978723404255,0.46763896783434633,Inf,Inf,3610.168436716,3609.375041543
5,1500,8.751627121678775,1.4668205194995103,1.4590605901550866,471,0,0,3.872611464968153,0.4845631678253679,Inf,Inf,3607.288422034,3606.69263976
1,2000,9.08291181472017,2.1499102320436876,2.190210865026332,410,0,0,3.8634146341463413,0.5051113303223727,Inf,Inf,3609.484447048,3608.731993859
2,2000,9.15583576060965,2.647716732329922,2.656148465351693,406,0,0,3.8669950738916254,0.49893153490121595,Inf,Inf,3606.34845554,3605.562919423
3,2000,8.991726166425925,1.928433783865902,2.0598523704779126,412,0,0,3.8616504854368934,0.5008850504324547,Inf,Inf,3611.272457618,3610.477056931
4,2000,8.992227376176382,2.3727859266847844,2.3867706454300297,412,0,0,3.866504854368932,0.4973353986595292,Inf,Inf,3607.008421732,3606.213322655
5,2000,8.98803784936068,2.305310588579914,2.292406665535948,414,0,0,3.845410628019324,0.5347631463965283,Inf,Inf,3613.312328254,3612.570698162
1,2500,10.11364274202216,3.807788760241232,3.9524013087494065,345,0,0,3.8927536231884057,0.44796660764377216,Inf,Inf,3610.266984459,3609.358960193
2,2500,10.327978413343219,3.924867706409035,3.896218094754076,344,0,0,3.872093023255814,0.4900529305119701,Inf,Inf,3611.448433173,3610.568817561
3,2500,10.200930456462462,4.005769552107912,3.969464514637231,347,0,0,3.844380403458213,0.5365177320837582,Inf,Inf,3610.998973471,3610.125886356
4,2500,10.07392344256003,4.087776293974546,4.058736409935625,348,0,0,3.8735632183908044,0.48741150562846486,Inf,Inf,3607.372446475,3606.488626741
5,2500,10.083630338780358,3.723577220600479,3.708775382695343,347,0,0,3.881844380403458,0.46915130481627587,Inf,Inf,3610.844379887,3610.045014933
1,3000,9.788024706900195,4.563239422865166,4.55497095537593,321,0,0,3.8940809968847354,0.4486046209291686,Inf,Inf,3612.25648406,3611.324068021
2,3000,9.84644529697287,4.493774405052177,4.495975706122067,319,0,0,3.896551724137931,0.4400764902659013,Inf,Inf,3611.080439984,3610.123637715
3,3000,9.708909312349254,4.456835427253598,4.517107973075873,324,0,0,3.8549382716049383,0.516543941244723,Inf,Inf,3612.196572303,3611.407159595
4,3000,9.673036827167763,4.467990645136707,4.48612139116266,322,0,0,3.8819875776397517,0.4720061511238882,Inf,Inf,3608.480635224,3607.528747171
5,3000,9.791875519911,4.709508665283106,4.7228350137201645,323,0,0,3.8823529411764706,0.4713183959121196,Inf,Inf,3614.524391197,3613.717035473
1,3500,10.567641214765853,5.990991330235655,5.9440974815928715,291,0,0,3.8625429553264605,0.5068554790043738,Inf,Inf,3617.720443001,3616.621778516
2,3500,10.587777447000713,6.145550624085994,6.102885411269307,288,0,0,3.9097222222222223,0.41594013312934563,Inf,Inf,3608.44044855,3607.499202016
3,3500,10.518297731360684,5.7684805808630575,5.764141398612514,291,0,0,3.8969072164948453,0.4429805650552947,Inf,Inf,3615.97643865,3614.994849215
4,3500,10.504629393700586,6.1689913890402295,6.249701048109696,290,0,0,3.9034482758620688,0.42943816084921566,Inf,Inf,3611.784422569,3610.83266077
5,3500,10.671572190558358,6.355878318530493,6.356899369650627,288,0,0,3.9444444444444446,0.3292431988831964,Inf,Inf,3608.72985373,3607.69987319
1,4000,10.940268353532122,7.994985479098592,7.999487943298952,248,0,0,3.903225806451613,0.4300335141578411,Inf,Inf,3613.352457927,3612.15042817
2,4000,11.026338430747167,8.011571879809186,8.009688680155245,246,0,0,3.983739837398374,0.17996552220359952,Inf,Inf,3617.366991353,3616.059989293
3,4000,10.905245986735775,7.733550805957327,7.734639558365819,247,0,0,3.9271255060728745,0.37551189511277255,Inf,Inf,3611.760428416,3610.604092015
4,4000,10.953543819345485,7.410467214037329,7.435787793195871,246,0,0,3.967479674796748,0.25346446354287516,Inf,Inf,3619.98698075,3618.710766772
5,4000,10.819517073446235,7.403637803419306,7.3938384094031875,250,0,0,3.912,0.41101304955880735,Inf,Inf,3614.340445153,3613.123326892
1,4500,13.23308109882652,20.759435394262756,21.163695909013263,151,0,0,4.0,0.0,Inf,Inf,3616.594948376,3614.340152009
2,4500,12.617794463682028,15.173361651756405,15.956617662165122,151,0,0,3.9735099337748343,0.22940560491698736,Inf,Inf,3626.494028843,3624.397361992
3,4500,12.780575671474416,17.237347962223495,17.39048348347374,150,0,0,3.986666666666667,0.1632993161855452,Inf,Inf,3629.352460483,3627.573940884
4,4500,13.128484895712315,20.376744219308513,20.726483327622425,150,0,0,3.986666666666667,0.1632993161855452,Inf,Inf,3632.176433937,3629.961972164
5,4500,13.044357345511814,19.373338074985895,19.78666519472346,150,0,0,3.986666666666667,0.1632993161855452,Inf,Inf,3612.384589958,3610.038632442
1,5000,13.121168697035882,22.93454945680932,23.47031493086365,136,0,0,4.0,0.0,Inf,Inf,3621.9805112,3619.567883728
2,5000,13.133672016098688,20.59020662540282,20.873559296604526,138,0,0,3.971014492753623,0.23989136791799248,Inf,Inf,3638.108425405,3635.858721889
3,5000,13.856580711130206,29.206085924148162,30.470951639402188,136,0,0,4.0,0.0,Inf,Inf,3619.700451107,3617.102986419
4,5000,13.242411544230153,24.9370686343921,24.448316569019276,135,0,0,4.0,0.0,Inf,Inf,3612.502974262,3610.393576329
5,5000,13.013197396829181,21.258271951737044,21.11903676499707,136,0,0,3.985294117647059,0.17149858514250885,Inf,Inf,3617.668419397,3615.285309423
