seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,10000,0.31826945981232585,9.87937090399238e-8,9.982134954386601e-8,18178,183.463022835,183.429169803
2,10000,0.32098593174801227,1.066763518735303e-7,9.486987385606827e-8,19446,192.34051297,192.328339563
3,10000,0.31836327672244036,1.1290448803658037e-7,9.676333401903436e-8,17177,172.341508404,172.328506197
4,10000,0.31569086099799226,1.0658575994026975e-7,9.972983334299856e-8,17176,180.091641127,180.078636135
5,10000,0.31698352347361597,1.0173103896782276e-7,9.649473909842388e-8,19201,195.21599445,195.202602424
1,40000,0.32588735048115597,9.788039386990355e-8,9.788039386990355e-8,18938,1615.576107843,1615.491161733
2,40000,0.3240959881249333,1.0972390910787833e-7,9.933753347679541e-8,18571,1554.429657669,1554.371945477
3,40000,0.325553540132439,9.619911836393491e-8,9.619911836220019e-8,19048,1558.786555757,1558.724130255
4,40000,0.3247409564371087,9.871468246817894e-8,9.871468246817894e-8,20234,1682.360265369,1682.298571435
5,40000,0.32527021150660573,1.0258657032885532e-7,9.882954887276141e-8,19265,1582.767363456,1582.707974068
1,90000,0.32760325425047765,2.797561273583729e-7,2.783719158872336e-7,10247,3602.50317373,3602.338288091
2,90000,0.3264948153309804,2.579127149748145e-7,2.588956212355373e-7,10513,3601.076560079,3600.933332133
3,90000,0.32782377512199107,2.576378648798741e-7,2.5760274108537623e-7,10167,3601.117457926,3600.973811319
4,90000,0.3273190212874349,2.459759944409279e-7,2.453245088228709e-7,10297,3601.009911424,3600.848325798
5,90000,0.32792628121949075,2.6449716381514443e-7,2.633636481718174e-7,10964,3600.893420944,3600.766140227
1,160000,0.3286832599281062,4.099213328709328e-7,4.0693728432621146e-7,4354,3604.161899099,3603.851501545
2,160000,0.3286442200981179,3.874712897894428e-7,3.8647444021693705e-7,4404,3602.358713501,3602.092428648
3,160000,0.3295296623512279,3.9045457231844105e-7,3.914222633316991e-7,4297,3602.674542861,3602.436973244
4,160000,0.32853835411440696,3.944735426104212e-7,4.233873658211068e-7,4489,3602.645230535,3602.419681235
5,160000,0.32913803335431324,3.8871381324509513e-7,3.8569214059775564e-7,4340,3602.579963907,3602.351176242
1,250000,0.32930690222171133,4.922529041554574e-7,4.931399723317499e-7,2428,3606.459321678,3606.034929747
2,250000,0.3294905380152894,4.7385848913131245e-7,4.707597685382585e-7,2324,3604.407570017,3604.073534625
3,250000,0.33016114407525166,5.557127454374963e-7,5.539746150634919e-7,2305,3605.099954774,3604.740611981
4,250000,0.32961127377888755,5.275960145282622e-7,5.263133976249508e-7,2459,3604.707291741,3604.384362434
5,250000,0.3297996785471408,5.661476451795239e-7,5.663955137745307e-7,2211,3605.260286185,3604.942714384
1,360000,0.3297990291642969,6.368619912674664e-7,6.353664570167734e-7,1532,3608.667654524,3608.259283876
2,360000,0.3304484950183547,6.034650859194912e-7,5.955798053668485e-7,1467,3609.043772786,3608.721027443
3,360000,0.3304393258964014,5.941810662397212e-7,5.930911923302841e-7,1572,3607.338031827,3607.004246438
4,360000,0.33037965287665244,6.258298618833959e-7,6.274634224172002e-7,1573,3606.633010377,3606.268515243
5,360000,0.33014027366256754,6.071427496824253e-7,6.04706985724273e-7,1576,3608.851364294,3608.49393973
1,490000,0.3304231565577335,7.099933884051682e-7,7.093875692941454e-7,1079,3613.815168545,3613.361091762
2,490000,0.3306004296284742,7.534667230005634e-7,7.509456246505147e-7,1041,3614.409693776,3613.919497077
3,490000,0.33081652243560766,6.360430234455226e-7,6.285325007764596e-7,1184,3609.434836643,3608.955543499
4,490000,0.3303095433469986,6.223150311847683e-7,6.237456750615711e-7,1205,3610.994869001,3610.565857371
5,490000,0.33061544653612424,6.954660478728121e-7,6.947287344628329e-7,1124,3611.267780355,3610.809093729
1,640000,0.33102972702432726,8.207100324871333e-7,8.205442551534325e-7,755,3620.078507907,3619.439333447
2,640000,0.33069027041368343,7.399693052897137e-7,7.377214322015248e-7,813,3615.174377011,3614.434704476
3,640000,0.33119398704377256,8.238476433587716e-7,8.206665830308608e-7,755,3618.075112338,3617.365993606
4,640000,0.33097018905903686,8.00442825394862e-7,8.004175779839293e-7,790,3615.898088654,3615.240297213
5,640000,0.3307795184055465,7.789743322272023e-7,7.746009842313911e-7,799,3614.098323617,3613.411555102
1,810000,0.3312194912445879,8.376084096499772e-7,8.352451910682152e-7,637,3620.426291868,3619.50266464
2,810000,0.33086157262823335,9.08539639924745e-7,9.069892967328123e-7,589,3624.160297676,3623.178197889
3,810000,0.33138757926993995,7.924205946076464e-7,8.346438815495447e-7,616,3621.150901781,3620.290861758
4,810000,0.3313745926935085,8.61827116025414e-7,8.566622647643296e-7,588,3621.100247791,3620.245289661
5,810000,0.3309421414650234,8.652589311981644e-7,8.591053822898896e-7,592,3620.228872244,3619.337089915
1,1000000,0.33125751997715386,8.866664062900324e-7,8.775559394503304e-7,526,3626.457907185,3625.380179245
2,1000000,0.3308509446910185,8.601555425611328e-7,8.942866680473546e-7,493,3629.549261538,3628.485172468
3,1000000,0.33131924764310183,8.44927038826191e-7,8.385066934434634e-7,508,3622.856658006,3621.797184703
4,1000000,0.3317396238729474,9.119603787193994e-7,9.581138076966787e-7,499,3624.221237973,3623.135972081
5,1000000,0.33110307891220914,8.736905684919062e-7,8.66275292728258e-7,482,3633.03101624,3631.982614874
