seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
2,40000,1950.85383555,1950.779733334,0.3240959880168307,1.0420966605091675e-7,9.763331936842035e-8,19516,0.1520291043246567,0.3590582985691787
