seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,10000,0.31827038074778874,2.728738037662687e-5,2.4479147663760553e-5,447670,3601.202287666,3601.176102589
2,10000,0.32098695996571563,3.380707468969915e-5,3.111915052516137e-5,426126,3601.184319031,3601.155200636
3,10000,0.3183640484645244,2.2510083680350734e-5,2.543163180191224e-5,421337,3601.180556606,3601.15897672
4,10000,0.3156916265435644,2.737156827620213e-5,2.8660688766314613e-5,456556,3601.207039397,3601.179747219
5,10000,0.31698447125411233,2.90928141937416e-5,3.107580489580472e-5,479815,3601.205142226,3601.178651728
1,40000,0.32588801688983887,2.117624475734929e-5,2.0061030563742546e-5,69259,3601.345988748,3601.29944164
2,40000,0.32409670136637236,2.132754066136444e-5,2.2408183992374958e-5,69759,3601.272772458,3601.241201105
3,40000,0.32555420197249946,2.162297417419856e-5,2.019263560664418e-5,64231,3601.355684115,3601.301105223
4,40000,0.324741746909929,2.3448682280569413e-5,2.2384408112431295e-5,66464,3601.306112347,3601.257151443
5,40000,0.3252709235459618,1.9014336261754042e-5,2.1055749972645477e-5,85138,3601.1795056,3601.118308523
1,90000,0.3276038373762956,1.6009956280582487e-5,1.7000203219018524e-5,31786,3601.464277356,3601.410859
2,90000,0.32649535099175503,1.5927799161266458e-5,1.7447189996744328e-5,33172,3601.406429673,3601.30137065
3,90000,0.32782430958461006,1.6486603934727333e-5,1.7830651948673795e-5,26722,3601.608929013,3601.551937443
4,90000,0.32731959202743793,1.8505445501634105e-5,1.7194068692841236e-5,29377,3601.544375516,3601.493590581
5,90000,0.3279267643966436,1.6234098524290676e-5,1.4727331315903501e-5,30493,3601.533692676,3601.48214803
