seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,2500,0.31080243464747775,1.0951240615730828e-7,8.888303570236955e-8,3508,5.311961143,5.309198573
2,2500,0.2995418587258798,1.0975257480616563e-7,9.458259399297564e-8,3929,6.100202966,6.09715865
3,2500,0.30375131827686924,1.1333833786070224e-7,9.561090014154061e-8,4007,5.999286662,5.996480618
4,2500,0.2949817663345997,9.67708476962148e-8,9.67708476962148e-8,4097,6.45930294,6.438819543
5,2500,0.3080737013510055,9.997906776776366e-8,9.997906776776366e-8,4054,6.366618647,6.363747602
1,10000,0.31826945952589136,9.621276806509593e-8,9.621276806509593e-8,7962,75.958359368,75.955579656
2,10000,0.3209859314832126,9.93968314530469e-8,9.93968314530469e-8,8291,77.839988039,77.837182012
3,10000,0.31836327646074136,9.566766473456667e-8,9.566766473456667e-8,7652,73.291953225,73.288890085
4,10000,0.3156908606942171,9.653643031834469e-8,9.653643031834469e-8,6844,63.339931754,63.336728185
5,10000,0.3169835232072471,9.972412645317674e-8,9.97241264497073e-8,6984,63.411704394,63.40858416
1,22500,0.32244331977536705,9.938212044459382e-8,9.938212045153272e-8,9461,294.273692613,294.254522274
2,22500,0.3229820210408752,9.904957953138505e-8,9.904957953138505e-8,8939,284.364410827,284.345601488
3,22500,0.32286053554973165,9.821322403957833e-8,9.82132240447825e-8,9208,289.183755305,289.150351136
4,22500,0.3210216011612229,9.922380963742206e-8,9.922380963742206e-8,9087,274.406023577,274.377861643
5,22500,0.3222074975515113,9.934280890619429e-8,9.934280890792901e-8,8922,280.606348745,280.589671187
1,40000,0.32588734974591504,9.949339783120459e-8,9.949339783120459e-8,8175,654.153807138,654.138823988
2,40000,0.32409598728319955,1.188350210873379e-7,9.97729228593286e-8,7699,611.155182274,611.139409379
3,40000,0.3255535392600385,9.90810926845831e-8,9.90810926845831e-8,8834,689.131240245,689.102741414
4,40000,0.32474095531038466,9.983085656924129e-8,9.983085656924129e-8,8642,668.067566543,668.046175793
5,40000,0.3252702103982732,9.968986213609865e-8,9.968986213609865e-8,8612,670.892754434,670.87863407
1,62500,0.32728646965051444,9.911262813071253e-8,9.911262813071253e-8,6825,1111.043845682,1111.01676329
2,62500,0.32466588760208576,9.990384342017933e-8,9.990384342017933e-8,7277,1162.330821486,1162.303684383
3,62500,0.3278074341834995,9.902263557737268e-8,9.902263557737268e-8,6797,1125.614195162,1125.593489803
4,62500,0.3268898705810703,9.971010304227201e-8,9.971010304140465e-8,7525,1226.169222632,1226.148267138
5,62500,0.32706162851046605,9.883061952414146e-8,9.883061952414146e-8,6547,1035.898034199,1035.877829552
1,90000,0.3276032493331982,9.902233240582231e-8,9.902233240582231e-8,7988,2401.985933844,2401.922624751
2,90000,0.32649481128071384,9.838629452200293e-8,9.960787887130368e-8,7789,2248.627829407,2248.599542067
3,90000,0.3278237711026757,9.972682755380463e-8,9.972682755640672e-8,8098,2432.959979704,2432.93173831
4,90000,0.3273190171017118,9.923443782412084e-8,9.933685959830768e-8,6887,2008.981045314,2008.957065617
5,90000,0.32792627768227756,9.970446202944155e-8,9.970446202857419e-8,7848,2200.510575209,2200.487582453
