seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,500,10.109248698199156,1.3133266521525577e-7,9.953196539180809e-8,223525,75.754839926,75.68885922
2,500,10.259851374536588,2.2126035409408829e-7,9.999954869721606e-8,308837,103.294196387,103.290627875
3,500,10.114708815221077,1.1037009883807514e-7,9.513117391057868e-8,464414,153.553392192,153.551291463
4,500,8.499158126580676,1.2815328589987907e-7,9.882932469618133e-8,256505,84.041790691,84.039895066
5,500,11.056359413532773,1.3783157218338893e-7,9.999921143921675e-8,428255,144.490411703,144.486016671
1,1000,14.82368554348885,1.7957167254001316e-6,5.227769889759593e-7,21560,3603.065133419,3602.576729452
2,1000,13.109999816983347,1.6181469694453998e-6,1.6053356184930756e-6,21379,3600.82893877,3600.356526317
3,1000,13.295525253137159,2.4663497810717416e-6,4.976745727525156e-6,22371,3600.992983805,3600.39653555
4,1000,13.27625275232947,0.0015958202724836723,7.193316992060161e-8,118,20.696905992,20.204531206
5,1000,14.103953954960714,2.238528849285437e-6,2.8311431954364252e-6,22257,3600.824947294,3600.340530133
1,1500,17.0382330483797,3.643257426189095e-6,2.051645605682939e-6,19239,3603.125811311,3602.541407973
2,1500,16.48478698396082,2.521128030674724e-6,2.4666028258235606e-6,18527,3601.157766791,3600.577307386
3,1500,17.527877587062704,1.1319394479514244e-6,1.2531906581902952e-6,18825,3600.841599077,3600.433180069
4,1500,16.648826387831157,2.495666805490959e-6,4.712693696923287e-6,20021,3600.881931644,3600.401463239
5,1500,17.16515266485759,9.636495503506648e-7,4.149185159341151e-7,19790,3601.13294521,3600.584629238
1,2000,20.366779129901843,3.053084999621314e-6,2.1801203572979766e-6,10751,3602.802727078,3602.250418648
2,2000,19.139553215227142,0.0007600039638887279,5.988074980312064e-8,211,70.734794746,70.274323543
3,2000,19.797565028589712,4.054195705080477e-6,3.2968936850702457e-6,11106,3601.103025596,3600.590450451
4,2000,19.610083121696043,5.6473196762552025e-6,5.909040972751356e-6,10479,3601.742817917,3601.114310991
5,2000,19.247339227592217,0.0003147414655575581,8.813310831135013e-8,407,129.538505321,129.098033345
1,2500,22.714023609215097,4.291005836223882e-6,1.4578295529921181e-6,8209,3603.162879197,3602.430566592
2,2500,21.5982560069949,5.781752140637808e-6,3.5852164632782513e-6,8240,3601.680023148,3601.144916596
3,2500,22.224643613152068,0.00024013014858757786,9.867845671140962e-8,370,166.979690234,166.439313586
4,2500,21.72813550308879,3.926598258888192e-6,5.4723638497067295e-6,8236,3601.878841426,3601.291622733
5,2500,21.906146876951478,2.5049363132634284e-6,4.749932058747963e-6,8314,3601.451930505,3600.951417949
1,3000,24.251687865803998,3.504946990806612e-6,2.2729788504149973e-6,6782,3603.67231741,3602.972057471
2,3000,25.046096804607316,8.616710968301078e-6,6.5647334197560525e-6,6782,3602.013439607,3601.469104427
3,3000,24.72309556062613,0.0001383204703663543,9.94634230949698e-8,501,267.053617345,266.514482729
4,3000,25.346257342909357,4.680478429316959e-6,5.147255698625952e-6,6806,3601.693327559,3601.096967191
5,3000,25.62132477087087,2.687592175573683e-6,3.7701789484256842e-6,6796,3601.496787469,3600.828342435
1,3500,26.43948413744951,5.463133306418677e-6,3.0678603174932872e-6,6287,3603.166638502,3602.467515695
2,3500,25.79677024212274,8.253392153004246e-6,8.258387264495348e-6,6269,3601.831880822,3601.267488339
3,3500,26.020570107419953,2.234855760174792e-8,2.234855760174792e-8,56,32.827776927,32.332704116
4,3500,25.71118585528438,7.180468272457996e-6,4.964519770042641e-6,6275,3601.515892736,3601.011535726
5,3500,27.93160695762364,1.1292907258764195e-6,6.117845042119541e-6,6254,3601.999099585,3601.522675337
1,4000,27.363226641223164,8.231093768448772e-6,6.816609448581645e-6,5975,3603.454398605,3602.7420612
2,4000,29.229481921064558,5.279227820592647e-6,1.2433575348330672e-6,5983,3601.793850511,3601.293410867
3,4000,28.823067749309825,3.668925515648569e-6,4.092753415521622e-6,5990,3601.973168727,3601.392867257
4,4000,29.134260456485034,5.01801805420643e-6,5.603252317104568e-6,5977,3602.137982888,3601.565638202
5,4000,30.378013423780626,4.8618251290016845e-6,6.222684699450087e-6,6150,3602.288809507,3601.713632013
1,4500,29.797464694174803,3.5061524004953437e-6,2.904199033537669e-6,5815,3603.192226342,3602.571896469
2,4500,31.070972589575305,5.588860509428417e-6,1.4442609443943155e-6,5835,3602.668457213,3602.148046952
3,4500,30.104940932925334,4.029429910124005e-6,4.607732039738077e-6,5849,3601.545209119,3601.080844567
4,4500,30.299231028843362,4.5660817474257875e-8,4.5660817474257875e-8,49,31.244929326,30.348684377
5,4500,30.773635274041318,0.0003713163232080957,9.842754457312086e-8,241,147.389249342,146.864872754
1,5000,31.054631844189654,4.607331565015249e-6,4.559573274220963e-6,5733,3603.040408472,3602.440013742
2,5000,31.30322628757145,4.229383244930274e-6,4.402082156018672e-6,5766,3601.797590929,3601.319597866
3,5000,31.154916618682524,2.608593110867141e-6,3.795716802493243e-6,5724,3602.121683761,3601.52089501
4,5000,31.427429620073795,2.4272591703233815e-6,5.353721750381291e-6,5735,3602.017012709,3601.565442001
5,5000,31.08405868864311,4.4547055699187266e-5,9.7544949437256e-8,1565,970.50391742,970.019508442
