seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,500,10.10924870620843,2.33011750578882e-5,6.036115764940231e-6,539654,3600.006650096,3600.004034315
2,500,10.259851386426067,2.373189756599281e-5,1.695930796125067e-5,617192,3600.010866512,3600.008221408
3,500,10.114708822706696,2.6137837981332623e-5,1.9717154632836742e-5,525846,3600.00728535,3600.004015293
4,500,8.499158140027546,4.9571825614991294e-5,6.38404295710826e-6,462955,3600.008803109,3600.005455408
5,500,11.05635942825513,3.5538289916370314e-5,1.3631803919000873e-5,535702,3600.009102009,3600.006201479
1,1000,14.823685549746111,1.8590211848912297e-5,1.834934291586321e-5,3765,3601.984984187,3601.472585725
2,1000,13.10999982597842,1.5990940131743736e-5,2.0419407861599348e-5,3977,3601.280954545,3600.800593323
3,1000,13.295525264388402,3.461219719116948e-5,6.289999000347324e-6,3880,3601.801033573,3601.396627367
4,1000,13.276236208060766,2.6757186703613156e-5,8.508059864742457e-6,3783,3602.168984043,3601.644578047
5,1000,14.103953956237188,1.0564044410604767e-5,2.185406240556853e-5,3783,3601.561009808,3601.104616039
1,1500,17.038233059246224,3.25105385395319e-5,6.498370563295941e-6,3787,3601.365716911,3600.953344257
2,1500,16.48478699718844,3.344273068217607e-5,5.306946113975419e-6,3859,3601.689698632,3601.253354198
3,1500,17.527877593999328,2.1254262535685964e-5,1.450898154292668e-5,3910,3602.54172939,3601.825333183
4,1500,16.648826407946235,4.476739434278176e-5,7.38332536498465e-8,160,156.137557343,155.454558786
5,1500,17.165152669953137,1.0612308663116021e-5,2.322744222837958e-5,3657,3602.398010918,3601.777604634
1,2000,20.36677913053291,4.496861264580154e-6,1.4069493766311059e-5,3506,3602.219009406,3601.770603247
2,2000,19.139549450898993,4.951372427342005e-7,4.159769795505919e-5,3487,3601.866796611,3601.42242441
3,2000,19.797565031810255,1.5026401758516661e-5,1.0618737085646424e-5,3607,3601.866624676,3601.350333893
4,2000,19.61008312849064,1.8163043722513317e-5,2.294119577676834e-5,3716,3602.010793818,3601.590375793
5,2000,19.247338167680766,5.310368890343309e-6,3.2588680867959297e-5,3556,3601.5426601,3601.05825526
1,2500,22.71402361042728,8.639444547736685e-6,2.291505347473688e-5,3247,3602.491994587,3601.895776957
2,2500,21.598256020921053,2.542024057408665e-5,7.879171855240674e-8,264,320.820796297,320.148393444
3,2500,22.224642438631193,1.5954408734086822e-5,5.6134422140030615e-6,3099,3602.335969079,3601.731508881
4,2500,21.7281355023753,2.0855475860032113e-6,2.0925261738441447e-5,3381,3601.788215952,3601.335919717
5,2500,21.906146883666793,2.01264123325523e-5,4.671519717738826e-6,3173,3602.328398786,3601.660100508
1,3000,24.251687866542152,1.0733401462001413e-5,1.1508710204249928e-5,2915,3601.637430475,3601.133047441
2,3000,25.0460968040941,6.353021054644747e-6,1.3510763236121437e-5,2685,3602.105031767,3601.489787471
3,3000,24.723095011915067,1.200779673561636e-5,2.0520527291706392e-5,2634,3602.554236359,3601.925892971
4,3000,25.346257345054564,1.0684778239455905e-5,1.9857119557806224e-5,2803,3601.99748748,3601.566329972
5,3000,25.62132478355777,2.8408397758208914e-5,3.327273543449194e-6,2634,3602.894824314,3602.414416519
1,3500,26.43948413939726,8.230968114905646e-6,1.2436810798641118e-5,2529,3602.823006077,3602.366588369
2,3500,25.796770242736063,9.245500584439958e-6,1.45337825191022e-5,2473,3602.58115763,3602.144747949
3,3500,26.02057012874997,3.924615634727513e-5,8.813955690301079e-8,57,93.748312496,93.351932379
4,3500,25.711185859881134,4.2319570921489635e-6,1.4480663508509295e-5,2344,3602.923121879,3602.362767143
5,3500,27.931606957463607,4.416868455509038e-6,2.275034760497452e-5,2432,3602.756735582,3602.312337175
1,4000,27.363226656828978,3.560398612360849e-5,8.792865749396306e-8,962,1657.903176946,1657.358786792
2,4000,29.229481921977413,1.2826222927711517e-5,1.3133393846509467e-5,2023,3601.918077525,3601.453716659
3,4000,28.82306775445138,1.307287923291156e-5,1.7852890840691638e-5,2123,3602.196912019,3601.556516344
4,4000,29.13426046728867,1.6578979488271472e-5,2.0905587490280264e-5,2056,3602.823152143,3602.398710752
5,4000,30.37801343061009,1.2383759159254049e-5,1.0536546974942995e-5,2163,3601.479565966,3600.955160507
1,4500,29.79746469996381,9.882521007420486e-6,1.1398038087973017e-5,2207,3601.772644042,3601.332311355
2,4500,31.070972596623577,1.3857317952975512e-5,1.0094390418144417e-5,1900,3602.678239267,3602.129832738
3,4500,30.104940932929196,1.0186681797128005e-5,1.0044052289340244e-5,1833,3604.04537249,3603.26086154
4,4500,30.299231031452273,2.8708647586972447e-6,2.356609547132793e-5,1706,3601.788462918,3601.384168439
5,4500,30.773633325085747,4.635091459592733e-6,1.520914777924931e-5,1851,3603.310272258,3602.837863753
1,5000,31.05463184501283,1.1842556865204745e-5,1.0199067728797195e-5,1738,3602.033541941,3601.321238388
2,5000,31.30322628801328,9.943645574453375e-6,1.763465003476461e-5,2285,3601.835718784,3601.327908976
3,5000,31.154916622796666,1.4734747187092334e-5,5.913141374880304e-6,1661,3602.735460088,3602.215156381
4,5000,31.427429623978014,1.4248463906935127e-5,1.4423720181538924e-5,2109,3601.832598925,3601.368321867
5,5000,31.08405866415407,1.9968429921524145e-6,2.3070672344194243e-5,1908,3604.21620643,3603.535852904
