seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,500,10.10924869819528,2.267002782718741e-8,7.68384651739229e-8,34,2.259125292,2.183615856
2,500,10.259851374534286,6.293038370963622e-8,9.531632702564075e-8,32,0.068729816,0.063698283
3,500,10.114708815220377,1.6412686290601108e-7,8.498110670718262e-8,40,0.049907938,0.044327956
4,500,8.499158126576987,5.5147062527627355e-8,6.146059122746905e-8,44,0.043419178,0.038678578
5,500,11.056359413531064,3.0339110418386994e-8,3.0339110473898145e-8,54,0.047673572,0.043246087
1,1000,14.823685543308834,5.12528777751875e-8,5.5123222791886306e-8,25,8.569113966,7.916723337
2,1000,13.109999816718014,4.260129968236548e-8,8.004772858449805e-8,33,6.140643094,5.564334053
3,1000,13.295525252840148,1.1099404145786806e-8,8.86603549465903e-8,45,9.540842144,8.908480989
4,1000,13.27623620303147,9.082745208721654e-8,5.646933426417533e-8,18,3.384513424,2.912286612
5,1000,14.103953954631638,1.1038393649132061e-7,8.770466883301076e-8,28,4.660774508,4.248375227
1,1500,17.038233048023653,5.7634239325476955e-8,7.494592979551129e-8,44,12.065715177,11.501337675
2,1500,16.484786983443335,3.785990809745954e-8,9.268944167750703e-8,49,10.609379069,10.056952163
3,1500,17.527877586558184,1.3417419728045665e-7,9.208011922390291e-8,44,8.66531266,8.226362557
4,1500,16.648826387591775,8.372120552380125e-9,6.174282204951531e-8,22,6.292867117,5.584582556
5,1500,17.16515266466708,2.0837414849150804e-8,7.346308139588587e-8,25,6.212811798,5.692585164
1,2000,20.366779129379733,1.0454464083320403e-7,9.352241567284203e-8,50,28.84235784,28.238055883
2,2000,19.139549450659338,3.9668811194215614e-8,5.5859483857889636e-8,21,11.322275559,10.825846786
3,2000,19.797565027444065,5.05982342829947e-8,7.533349881405638e-8,30,14.342240863,13.877936708
4,2000,19.610083120525655,4.305578205077154e-8,8.679873968187035e-8,38,17.842743632,17.334288234
5,2000,19.24733816640974,1.341473249011349e-7,8.166717624380482e-8,25,12.712827292,12.112318007
1,2500,22.714023607484787,9.288113982097723e-8,7.82138667582144e-8,41,26.968385688,26.461332368
2,2500,21.59825600569089,3.945686911921431e-8,3.9456869146969886e-8,20,12.572095527,11.975611002
3,2500,22.22464243241607,4.1238245374053406e-8,7.336564898652309e-8,28,17.14832477,16.607714675
4,2500,21.72813550227903,3.017024796658774e-7,2.822391362289345e-8,32,19.306886696,18.744961647
5,2500,21.90614687490907,5.6095248904264317e-8,4.9891699799298195e-8,50,29.290819813,28.795730826
1,3000,24.251687864090034,2.025950825157441e-8,7.449066077858113e-8,44,29.345423999,28.70515876
2,3000,25.046096802518626,2.3119003725313725e-8,6.57741591469918e-8,49,30.117560562,29.545200351
3,3000,24.723095009600517,6.493014886865822e-8,5.0587628849796396e-8,28,18.521804669,18.038572925
4,3000,25.34625734029595,4.78073839682569e-8,4.78073839682569e-8,51,32.525657088,32.106460382
5,3000,25.62132476818356,8.121349984180348e-8,5.830850403898413e-8,37,23.333743167,22.881253528
1,3500,26.439484134943772,3.3340948057958286e-8,8.406385057502241e-8,53,36.031241842,35.434953829
2,3500,25.796770240012027,2.1252249307601723e-8,2.1252249307601723e-8,37,25.31907049,24.667792491
3,3500,26.02057010741993,3.329809987462351e-8,3.329809987462351e-8,13,9.218669565,8.750255366
4,3500,25.711185854069353,7.986710082175108e-8,4.814217853532643e-8,25,16.636500953,16.138329972
5,3500,27.93160695594179,4.8862662388460265e-8,6.031693888797207e-8,48,31.48394145,30.971334971
1,4000,27.36322663909774,3.346435283047011e-8,3.346435283047011e-8,25,20.362240945,19.689553781
2,4000,29.22948191899747,3.38777382119515e-8,8.043867649742964e-8,61,39.457720837,38.705414207
3,4000,28.82306774542854,8.675788827627873e-8,7.892204949289106e-8,52,35.557333695,35.008842718
4,4000,29.134260454157722,6.640982005978735e-8,8.434491527431476e-8,40,26.289316082,25.740934534
5,4000,30.378013421816913,1.4739527996743274e-7,9.117523282198281e-8,29,20.393430096,19.845062286
1,4500,29.797464689563775,6.536526687972444e-8,6.852022313430517e-8,60,42.124819449,41.36054873
2,4500,31.0709725872175,1.63002171912896e-7,7.933894867473423e-8,32,22.366777366,21.69298121
3,4500,30.10494092972184,5.3755186316117864e-8,7.13677006936031e-8,44,29.299974236,28.615643997
4,4500,30.299231028843735,1.729469506495107e-7,6.365675300767926e-8,10,7.760881275,7.196486867
5,4500,30.77363332213601,6.780389300020673e-8,6.780389300020673e-8,19,13.435689012,12.8754068
1,5000,31.05463184254453,1.0780238425545097e-7,4.284415559829835e-8,27,21.159404856,20.516100287
2,5000,31.303226284479766,6.586227462024308e-8,7.384175268465576e-8,65,44.074128666,43.577792367
3,5000,31.154916616233688,6.365910602823543e-8,2.5977029832757736e-8,57,39.659524767,39.183220603
4,5000,31.427429616401046,5.441779413195569e-8,8.248107172259544e-8,78,51.675211598,51.126874119
5,5000,31.08405866216788,8.592195037404604e-8,3.126937364594795e-8,32,21.095442061,20.583088753
