seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,500,10.109248698195264,1.0790227211732173e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,2.178580497,2.165337441
2,500,10.259851374534245,2.456101924619425e-8,2.456101924619425e-8,2,0,0,3.0,NaN,Inf,Inf,0.11559856,0.113105025
3,500,10.114708815219673,2.916818309106617e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,0.003412642,0.003066331
4,500,8.49915812657696,6.185238360378875e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,0.003118074,0.002775282
5,500,11.056359413531034,3.633107684142267e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,0.003722435,0.003382596
1,1000,14.823685543308782,2.486314754079899e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,3.280398594,3.244933348
2,1000,13.109999816718032,4.3413425965255215e-8,4.3413425965255215e-8,2,0,0,3.0,NaN,Inf,Inf,2.22036792,2.004536081
3,1000,13.295525252840015,4.4722439168642936e-8,4.4722439168642936e-8,3,0,0,3.0,0.0,Inf,Inf,1.580375265,1.364551706
4,1000,13.276236203031484,1.4700346578910839e-8,1.4700346578910839e-8,2,0,0,3.0,NaN,Inf,Inf,1.024316571,0.820535965
5,1000,14.103953954631367,3.128237879845841e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,0.653814297,0.651852548
1,1500,17.03823304802384,2.240117510932116e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,3.820162204,3.684865911
2,1500,16.484786983443254,2.646812169437851e-8,7.120234185586938e-8,5,0,0,3.0,0.0,Inf,Inf,4.008552303,3.721358224
3,1500,17.52787758655766,9.189037614154572e-9,9.015133262124664e-8,7,0,0,3.0,0.0,Inf,Inf,4.604465893,4.321243717
4,1500,16.64882638759172,1.0095611041593955e-8,1.0095611041593955e-8,2,0,0,3.0,NaN,Inf,Inf,1.508427674,1.293368376
5,1500,17.16515266466721,7.040819316461722e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,0.564314156,0.563813376
1,2000,20.366779129379438,3.858124020261755e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,3.852389214,3.715925492
2,2000,19.139549450653625,3.288563674153089e-8,3.8692037782062094e-8,5,0,0,3.0,0.0,Inf,Inf,4.348490234,4.094212666
3,2000,19.797565027444012,2.2650673586754877e-8,6.675714638026964e-8,7,0,0,3.0,0.0,Inf,Inf,6.060430456,5.682258689
4,2000,19.610083120526184,8.970322278034626e-8,4.684562349144272e-8,6,0,0,3.0,0.0,Inf,Inf,5.144521261,4.686398161
5,2000,19.24733816640955,1.4899730185757853e-8,7.284933127571502e-8,5,0,0,3.0,0.0,Inf,Inf,3.696523835,3.494232781
1,2500,22.71402360748466,4.07537524560464e-8,4.07537524560464e-8,21,0,0,2.95,0.22360679774997894,Inf,Inf,29.480358029,28.89568437
2,2500,21.598256005690804,3.41165021927603e-8,3.411650217888251e-8,5,0,0,3.0,0.0,Inf,Inf,6.910872768,6.327747673
3,2500,22.22464243241608,3.3924993064760045e-8,9.23686620801778e-8,8,0,0,3.0,0.0,Inf,Inf,11.440332001,11.039968661
4,2500,21.72813550227594,2.141487057127911e-8,0.0,0,0,0,NaN,NaN,Inf,Inf,1.42150859,1.39697889
5,2500,21.90614687490909,4.968229971868965e-8,5.3666739038837896e-8,20,0,0,3.0,0.0,Inf,Inf,30.100472757,29.771840112
1,3000,24.25168786409033,1.2726163689524839e-7,7.241180610684239e-8,11,0,0,3.0,0.0,Inf,Inf,19.077813734,18.465900378
2,3000,25.046096802518687,7.369155592684695e-8,8.603345583169109e-8,15,0,0,2.933333333333333,0.2581988897471611,Inf,Inf,24.112959594,23.718039048
3,3000,24.72309500960053,3.842902153439187e-8,8.918580667038878e-8,12,0,0,3.0,0.0,Inf,Inf,18.572270096,18.025565057
4,3000,25.346257340295963,6.008058882345235e-8,7.843595542511572e-8,18,0,0,3.0,0.0,Inf,Inf,28.455991781,28.093276381
5,3000,25.621324768183428,1.9081365987272392e-8,3.542548092372311e-8,15,0,0,3.0,0.0,Inf,Inf,22.76716168,22.308759041
1,3500,26.439484134944475,9.088795498157776e-8,5.456017530824919e-8,12,0,0,2.9166666666666665,0.28867513459481287,Inf,Inf,21.013233044,20.560965814
2,3500,25.79677024001198,6.394283519339794e-9,6.394283519339794e-9,13,0,0,3.0,0.0,Inf,Inf,20.685521607,20.210888537
3,3500,26.02057010741985,0.0,0.0,0,0,0,NaN,NaN,Inf,Inf,1.463431298,1.462829372
4,3500,25.711185854069846,3.978690295280973e-8,6.644231931307587e-8,6,0,0,3.0,0.0,Inf,Inf,10.069710115,9.523509424
5,3500,27.93160695594199,7.326258766315874e-8,7.781063167400237e-8,3,0,0,3.0,0.0,Inf,Inf,5.45372876,4.847195703
1,4000,27.36322663909862,1.4117437373284414e-7,3.314542489085692e-8,12,0,0,2.9166666666666665,0.28867513459481287,Inf,Inf,22.389271504,21.721756192
2,4000,29.229481918997827,6.472894625852987e-8,8.543973191443843e-8,11,0,0,3.0,0.0,Inf,Inf,19.585662447,19.002784199
3,4000,28.82306774542799,6.645619453349294e-8,6.957401905982596e-8,25,0,0,3.0,0.0,Inf,Inf,43.875104542,43.328391296
4,4000,29.134260454157758,4.612483063548556e-8,6.725128329221342e-8,18,0,0,3.0,0.0,Inf,Inf,31.392528387,30.789863279
5,4000,30.378013421816217,1.1012567806278906e-7,9.277015057540527e-8,13,0,0,3.0,0.0,Inf,Inf,22.679403268,22.164656452
1,4500,29.797464689562467,6.835445115482841e-8,6.811813710316805e-8,34,0,0,3.0,0.0,Inf,Inf,63.891540229,63.287518448
2,4500,31.070972587217156,6.47509674350788e-8,6.321592674329857e-8,18,0,0,3.0,0.0,Inf,Inf,33.7926256,32.941039951
3,4500,30.104940929721593,5.844217389194828e-8,5.712652134670648e-8,21,0,0,3.0,0.0,Inf,Inf,38.343952516,37.900948139
4,4500,30.299231028843277,1.3877787807814457e-17,0.0,0,0,0,NaN,NaN,Inf,Inf,2.081189262,2.080589118
5,4500,30.77363332213603,6.019280802960214e-8,7.611763563897256e-8,5,0,0,3.0,0.0,Inf,Inf,11.096473226,10.480012582
1,5000,31.054631842543603,2.06587077028475e-8,9.905687822775455e-8,5,0,0,3.0,0.0,Inf,Inf,12.438103293,11.711669144
2,5000,31.303226284479774,6.954549711113422e-8,9.672111674075001e-8,21,0,0,3.0,0.0,Inf,Inf,39.337168078,38.780773495
3,5000,31.154916616233535,1.2907435245623766e-8,1.2907435245623766e-8,16,0,0,3.0,0.0,Inf,Inf,30.539942206,29.979735579
4,5000,31.427429616401085,4.372541212438463e-8,4.5988635122284904e-8,28,0,0,3.0,0.0,Inf,Inf,49.653064056,49.165396377
5,5000,31.084058662167905,3.295672568182084e-9,3.295672568182084e-9,11,0,0,2.9,0.31622776601683794,Inf,Inf,19.663102115,19.217029376
