seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
4,5000,44.421593786,43.852208676,31.427429616401103,3.481051120968193e-8,6.143425546056847e-8,32,0.15625,0.36890203262847354
