seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
3,4500,50.376497642,49.828132362,30.104940929721593,5.8442173864192704e-8,5.7126521332828695e-8,28,0,0,2.9642857142857144,0.1889822365046137,Inf,Inf
