seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
1,10000,2.820009741,2.71146067,6.0282234965416e-12,0.3112437623842517,1.0045197946187192e-7,1932,0.15217391304347827,0.3592823775353672
