seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
2,40000,3602.132394583,3602.102803818,1.6517898457972556e-11,0.6722124254614414,0.01736353858766973,14319,0.1520357566869195,0.3590680847530685
