seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
2,90000,3602.378967404,3602.332859198,8.188057767938494e-11,2.091124874147939,0.011495475869353435,13753,0.15203955500618047,0.35907228187750245
