Dimension,NumInstances,LS_ONLY_SECANT_Time,LS_ONLY_SECANT_DualGap,LS_ONLY_SECANT_DualGapSD,LS_ONLY_SECANT_DualGapNotSolved,LS_ONLY_SECANT_DualGapNotSolvedSD,LS_ONLY_SECANT_IterationsAll,LS_ONLY_SECANT_IterationsSolved,LS_ADAPTIVE_Time,LS_ADAPTIVE_DualGap,LS_ADAPTIVE_DualGapSD,LS_ADAPTIVE_DualGapNotSolved,LS_ADAPTIVE_DualGapNotSolvedSD,LS_ADAPTIVE_IterationsAll,LS_ADAPTIVE_IterationsSolved,LS_MONOTONIC_Time,LS_MONOTONIC_DualGap,LS_MONOTONIC_DualGapSD,LS_MONOTONIC_DualGapNotSolved,LS_MONOTONIC_DualGapNotSolvedSD,LS_MONOTONIC_IterationsAll,LS_MONOTONIC_IterationsSolved,LS_AGNOSTIC_Time,LS_AGNOSTIC_DualGap,LS_AGNOSTIC_DualGapSD,LS_AGNOSTIC_DualGapNotSolved,LS_AGNOSTIC_DualGapNotSolvedSD,LS_AGNOSTIC_IterationsAll,LS_AGNOSTIC_IterationsSolved,LS_ADAPTIVE_ZERO_Time,LS_ADAPTIVE_ZERO_DualGap,LS_ADAPTIVE_ZERO_DualGapSD,LS_ADAPTIVE_ZERO_DualGapNotSolved,LS_ADAPTIVE_ZERO_DualGapNotSolvedSD,LS_ADAPTIVE_ZERO_IterationsAll,LS_ADAPTIVE_ZERO_IterationsSolved,LS_GOLDEN_RATIO_Time,LS_GOLDEN_RATIO_DualGap,LS_GOLDEN_RATIO_DualGapSD,LS_GOLDEN_RATIO_DualGapNotSolved,LS_GOLDEN_RATIO_DualGapNotSolvedSD,LS_GOLDEN_RATIO_IterationsAll,LS_GOLDEN_RATIO_IterationsSolved,LS_BACKTRACKING_Time,LS_BACKTRACKING_DualGap,LS_BACKTRACKING_DualGapSD,LS_BACKTRACKING_DualGapNotSolved,LS_BACKTRACKING_DualGapNotSolvedSD,LS_BACKTRACKING_IterationsAll,LS_BACKTRACKING_IterationsSolved
800,4,0.5,6.107862304816081e-8,1.006107680493955,Inf,Inf,26,26,0.6,4.8922146334007266e-8,1.0208799439189538,Inf,Inf,64,64,0.5,3.663311076707032e-8,1.057134276685239,Inf,Inf,52,52,608.4,0.0006567499003296007,124.81909575607234,7.188197379548456e-7,1.00388580099844,1747898,1263,10.1,6.603977387165116e-8,1.888413884536414,1.0906830993917538e-7,1.0,417871,59,3600.0,9.069272488271274e-5,1.1748460355764019,9.069272488271274e-5,1.1823595670876348,112074,Inf,0.2,8.734565382084725e-8,1.1622107170837876,Inf,Inf,37,37
1200,4,0.5,4.179838630768984e-8,1.0002191655348542,Inf,Inf,23,23,11.1,7.871409368753746e-8,1.0558238140630858,1.6344233699783217e-7,1.0,92566,58,0.5,4.256986585460254e-8,1.0040311423608452,Inf,Inf,36,36,3600.0,1.4120959626051643e-6,1.5039711611092883,1.4120959626051643e-6,1.3225295900007799,1604553,Inf,0.5,6.208136915653029e-8,1.022525049414387,Inf,Inf,54,54,3600.0,9.577397845106361e-5,1.0038399671419596,9.577397845106361e-5,1.0031456603464834,49972,Inf,3600.0,3.9767177306693213e-7,1.1627003378622949,3.9767177306693213e-7,1.130320119989844,319988,Inf
1500,5,0.6,5.3748863138025627e-8,1.002615502042448,Inf,Inf,34,34,7.6,7.794128542570888e-8,1.003732549215218,1.2518603398348205e-7,1.0,108476,74,0.6,2.916776888906014e-7,1.641030034311273,Inf,Inf,64,64,3600.0,3.447434207659583e-6,1.0073870631732764,3.447434207659583e-6,1.0197699497995296,1201940,Inf,6.5,1.4983542961921614e-7,1.018810326593726,2.0296897673688363e-7,1.0,77943,62,3600.0,0.0001308311263452655,1.033999667913334,0.0001308311263452655,1.0374385400393256,65912,Inf,758.8,3.131871775252648e-7,1.151496008865186,3.2787823323054965e-7,1.1731884569554476,147117,53
