TimeSlots,NumInstances,LS_ONLY_SECANT_Time,LS_ONLY_SECANT_DualGap,LS_ONLY_SECANT_DualGapSD,LS_ONLY_SECANT_DualGapNotSolved,LS_ONLY_SECANT_DualGapNotSolvedSD,LS_ONLY_SECANT_IterationsAll,LS_ONLY_SECANT_IterationsSolved,LS_ADAPTIVE_Time,LS_ADAPTIVE_DualGap,LS_ADAPTIVE_DualGapSD,LS_ADAPTIVE_DualGapNotSolved,LS_ADAPTIVE_DualGapNotSolvedSD,LS_ADAPTIVE_IterationsAll,LS_ADAPTIVE_IterationsSolved,LS_MONOTONIC_Time,LS_MONOTONIC_DualGap,LS_MONOTONIC_DualGapSD,LS_MONOTONIC_DualGapNotSolved,LS_MONOTONIC_DualGapNotSolvedSD,LS_MONOTONIC_IterationsAll,LS_MONOTONIC_IterationsSolved,LS_AGNOSTIC_Time,LS_AGNOSTIC_DualGap,LS_AGNOSTIC_DualGapSD,LS_AGNOSTIC_DualGapNotSolved,LS_AGNOSTIC_DualGapNotSolvedSD,LS_AGNOSTIC_IterationsAll,LS_AGNOSTIC_IterationsSolved,LS_ADAPTIVE_ZERO_Time,LS_ADAPTIVE_ZERO_DualGap,LS_ADAPTIVE_ZERO_DualGapSD,LS_ADAPTIVE_ZERO_DualGapNotSolved,LS_ADAPTIVE_ZERO_DualGapNotSolvedSD,LS_ADAPTIVE_ZERO_IterationsAll,LS_ADAPTIVE_ZERO_IterationsSolved,LS_GOLDEN_RATIO_Time,LS_GOLDEN_RATIO_DualGap,LS_GOLDEN_RATIO_DualGapSD,LS_GOLDEN_RATIO_DualGapNotSolved,LS_GOLDEN_RATIO_DualGapNotSolvedSD,LS_GOLDEN_RATIO_IterationsAll,LS_GOLDEN_RATIO_IterationsSolved,LS_BACKTRACKING_Time,LS_BACKTRACKING_DualGap,LS_BACKTRACKING_DualGapSD,LS_BACKTRACKING_DualGapNotSolved,LS_BACKTRACKING_DualGapNotSolvedSD,LS_BACKTRACKING_IterationsAll,LS_BACKTRACKING_IterationsSolved
0,50,15.3,5.75158687343702e-8,1.1774242001782258,Inf,Inf,20,20,15.9,5.030237071323995e-8,1.0011735427505675,Inf,Inf,26,26,13.7,6.89951773491515e-8,1.0009806332124718,Inf,Inf,38,38,1227.7,7.241153427739455e-5,1.040271818824951,4.346882447991973e-6,1.013664929513224,41052,120361,8.8,4.4448217551007474e-8,1.0096969988637032,Inf,Inf,22,22,2949.6,1.6826414458437355e-5,1.082031058894658,1.5136605784338286e-5,1.068087504862204,55980,361,13.9,7.225271270172584e-8,1.0007239070299194,Inf,Inf,34,34
10,30,30.5,5.620122545124673e-8,1.3073071970813217,Inf,Inf,22,22,29.4,4.752795002005428e-8,1.0029782428318683,Inf,Inf,27,27,24.3,7.104134014390695e-8,1.001233694344802,Inf,Inf,41,41,2567.0,2.8997707122169203e-5,1.0711766006872558,5.087257771263509e-6,1.00799209899995,6033,711,15.5,4.1313310328305874e-8,1.0198212444220867,Inf,Inf,24,24,3236.7,1.2739878743950328e-5,1.1097611935958989,1.1470446426908865e-5,1.0955736974062424,2415,613,24.3,7.511811306315508e-8,1.001759937312746,Inf,Inf,37,37
300,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
900,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
1800,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
2700,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
