seed,dimension,LS_ONLY_SECANT_Time,LS_ONLY_SECANT_Primal,LS_ONLY_SECANT_DualGap,LS_ONLY_SECANT_SmallestDualGap,LS_ONLY_SECANT_Iterations,LS_ONLY_SECANT_LineSearchIter,LS_ADAPTIVE_Time,LS_ADAPTIVE_Primal,LS_ADAPTIVE_DualGap,LS_ADAPTIVE_SmallestDualGap,LS_ADAPTIVE_Iterations,LS_ADAPTIVE_LineSearchIter,LS_MONOTONIC_Time,LS_MONOTONIC_Primal,LS_MONOTONIC_DualGap,LS_MONOTONIC_SmallestDualGap,LS_MONOTONIC_Iterations,LS_AGNOSTIC_Time,LS_AGNOSTIC_Primal,LS_AGNOSTIC_DualGap,LS_AGNOSTIC_SmallestDualGap,LS_AGNOSTIC_Iterations,LS_ADAPTIVE_ZERO_Time,LS_ADAPTIVE_ZERO_Primal,LS_ADAPTIVE_ZERO_DualGap,LS_ADAPTIVE_ZERO_SmallestDualGap,LS_ADAPTIVE_ZERO_Iterations,LS_GOLDEN_RATIO_Time,LS_GOLDEN_RATIO_Primal,LS_GOLDEN_RATIO_DualGap,LS_GOLDEN_RATIO_SmallestDualGap,LS_GOLDEN_RATIO_Iterations,LS_BACKTRACKING_Time,LS_BACKTRACKING_Primal,LS_BACKTRACKING_DualGap,LS_BACKTRACKING_SmallestDualGap,LS_BACKTRACKING_Iterations,minimumTime
1,800,2.379100275,6.145612591888465,5.456388407765189e-8,4.4945977606403176e-8,34,1.5,2.455141765,6.14561259188849,5.4330484999809414e-8,6.710695288347779e-8,78,0.07692307692307693,2.208213119,6.145612591888676,5.695494564861292e-8,7.914957222965313e-8,52,3600.0,6.145612591889726,8.709153007657733e-7,9.367838629259495e-7,2337510,2.367019677,6.1456125918884865,7.221899522846797e-8,7.14486532160663e-8,65,3600.0,6.145612600806168,8.962679078194924e-5,0.00016142575054800545,119857,0.217285053,6.145612591888557,1.0092423963214969e-7,8.432903086941224e-8,48,0.217285053
2,800,0.132382677,6.463811536477794,7.834876214474207e-8,8.998381417768542e-8,26,1.3846153846153846,0.199461818,6.4638115364777065,4.6097625272523146e-8,7.42119254937279e-8,59,0.05084745762711865,0.14840054,6.463811536477705,3.6990741136833094e-8,4.974322109774221e-8,59,3600.0,6.463811536478466,6.469294930866454e-7,2.9675175028387457e-7,2325632,3600.0,6.463811536477721,1.0906830993917538e-7,1.090616024157498e-7,1671308,3600.0,6.4638115383410675,4.399994145387609e-5,0.00013306723974437773,106144,0.174635607,6.463811536477816,9.746986506797839e-8,9.746986506797839e-8,35,0.132382677
3,800,0.144374963,5.931957024211299,4.001981324108783e-8,9.208190476783784e-8,28,1.4285714285714284,0.194515541,5.931957024211109,3.005334292538464e-8,8.373513082915451e-8,60,0.05,0.076045348,5.93195702421113,2.9728767003689427e-8,3.4350705391261727e-8,31,3600.0,5.93195702421213,6.386144377756864e-7,1.0424353149574017e-6,2327186,0.131549425,5.931957024211207,6.947902875253931e-8,7.738913154753391e-8,60,3600.0,5.9319570267256445,5.270885014851956e-5,0.00013970053282719164,122740,0.21243156,5.931957024211178,1.1078293482569279e-7,9.688335467217257e-8,40,0.076045348
4,800,0.084578497,5.846592605698688,7.138203272916144e-8,7.138203272916144e-8,16,1.5333333333333332,0.191733986,5.846592605698731,6.520713213831186e-8,7.552955594292143e-8,59,0.06779661016949153,0.150403622,5.846592605698789,2.285798927914584e-8,2.285798927914584e-8,67,1.953682677,5.8465973929018356,0.002627426530466437,9.660664090915816e-8,1263,0.110852552,5.846592605698832,1.3392764230957255e-8,4.7664116209489293e-8,51,3600.0,5.8465926140349795,0.0001764408049211852,2.831175549999898e-5,99555,0.134794529,5.846592605698724,4.020557753392495e-8,7.165340321080294e-8,26,0.084578497
1,1200,2.165923194,4.436166071376526,9.595169103704393e-9,9.595169103704393e-9,19,1.4444444444444446,2.562009749,4.436166071376369,5.654919732478447e-8,5.654919732478447e-8,56,0.03636363636363636,2.189587407,4.436166071376422,5.620131560135633e-8,3.568266038200818e-8,45,3600.0,4.436166071378743,2.7304406557959737e-6,7.429352990584448e-7,1583539,2.229552773,4.436166071376526,2.810543264786247e-8,8.057213563006371e-8,52,3600.0,4.436166082985266,0.00011909106160601368,0.00011771840695473657,48001,3600.0,4.4361660713765385,3.9484052649640944e-7,3.9484052649640944e-7,316451,2.165923194
2,1200,0.146492345,4.98597185569541,9.8981445262325e-8,8.500319381710142e-8,19,1.3684210526315788,0.278110375,4.98597185569528,4.555272425932344e-8,7.165704118961003e-8,55,0.05454545454545454,0.101704459,4.985971855695398,4.601497494149953e-8,2.5152985472232103e-8,25,3600.0,4.985971855697493,1.712990524538327e-6,3.6736616948473966e-6,1622110,0.171412354,4.985971855695235,5.62122295377776e-8,5.621268428512849e-8,49,3600.0,4.985971862318796,0.00014310277560980467,8.216164633267908e-5,49029,3600.0,4.985971855695301,5.871449957339792e-7,5.871449957339792e-7,321757,0.101704459
3,1200,0.201478186,4.555136777934,1.809667082852684e-8,6.466621016443241e-8,26,1.4615384615384617,3600.0,4.555136777933801,1.6344233699783217e-7,1.6344279174518306e-7,370088,0.8819929314109076,0.124361862,4.5551367779336935,1.9746266843867488e-8,1.2777945812558755e-8,35,3600.0,4.555136777936312,8.211482054321095e-7,9.413740826857975e-7,1619887,0.190646026,4.55513677793366,8.03659077064367e-8,9.306654646934476e-8,57,3600.0,4.555136780645186,4.316357376410451e-5,0.0001741259857226396,47313,3600.0,4.555136777933857,4.2623105400707573e-7,4.2623105400707573e-7,319863,0.124361862
4,1200,0.205782789,5.870604075016381,4.0520262700738385e-8,8.59934061736567e-8,28,1.2857142857142856,0.313887734,5.87060407501687,4.931212060910184e-8,5.1660890676430427e-8,64,0.125,0.135932268,5.87060407501655,4.831690603168681e-8,6.289565135375597e-8,39,3600.0,5.870604075018418,3.838060820271494e-7,1.3181593203626107e-6,1592675,0.219721689,5.870604075016449,8.364190762222279e-8,8.692882147443015e-8,59,3600.0,5.870604078381323,7.774144091854396e-5,0.00012082718353667588,55545,3600.0,5.8706040750165105,1.8247055777464993e-7,1.8247055777464993e-7,321879,0.135932268
1,1500,2.364247229,4.3010066203032356,5.155561666470021e-8,5.858714757778216e-8,33,1.393939393939394,2.560253847,4.30100662030307,5.188189788896125e-8,6.961909093661234e-8,66,0.06060606060606061,2.244639354,4.301006620303341,6.191278316691751e-7,8.828715181152802e-8,48,3600.0,4.30100662030904,5.006823585063103e-6,5.061660203864449e-6,1292976,2.344702924,4.301006620303495,2.081892489513848e-7,8.187771527445875e-8,60,3600.0,4.30100663596886,0.00022199062050276552,1.5820267208255245e-5,69014,3600.0,4.301006620303253,3.5984271562483627e-7,3.5984271562483627e-7,185719,2.244639354
2,1500,0.262819918,4.62361824893579,6.92002686264459e-8,9.048585525306407e-8,29,1.3793103448275863,3600.0,4.623618248935855,1.2518603398348205e-7,1.251821686309995e-7,542085,0.23046939133161773,0.276113593,4.623618248936007,4.8914444050751626e-8,4.8914444050751626e-8,57,3600.0,4.623618248941769,1.0891335477936082e-6,9.72398993326351e-7,1287227,0.248538796,4.623618248936044,3.1551280699204654e-8,3.1551280699204654e-8,59,3600.0,4.623618254055923,9.790130343390047e-5,0.00010653149774952908,70575,3600.0,4.623618248935807,4.5685078475798946e-7,4.5685078475798946e-7,205565,0.248538796
