TimeSlots,NumInstances,LS_ONLY_SECANT_Time,LS_ONLY_SECANT_DualGap,LS_ONLY_SECANT_DualGapSD,LS_ONLY_SECANT_DualGapNotSolved,LS_ONLY_SECANT_DualGapNotSolvedSD,LS_ONLY_SECANT_IterationsAll,LS_ONLY_SECANT_IterationsSolved,LS_ADAPTIVE_Time,LS_ADAPTIVE_DualGap,LS_ADAPTIVE_DualGapSD,LS_ADAPTIVE_DualGapNotSolved,LS_ADAPTIVE_DualGapNotSolvedSD,LS_ADAPTIVE_IterationsAll,LS_ADAPTIVE_IterationsSolved,LS_MONOTONIC_Time,LS_MONOTONIC_DualGap,LS_MONOTONIC_DualGapSD,LS_MONOTONIC_DualGapNotSolved,LS_MONOTONIC_DualGapNotSolvedSD,LS_MONOTONIC_IterationsAll,LS_MONOTONIC_IterationsSolved,LS_AGNOSTIC_Time,LS_AGNOSTIC_DualGap,LS_AGNOSTIC_DualGapSD,LS_AGNOSTIC_DualGapNotSolved,LS_AGNOSTIC_DualGapNotSolvedSD,LS_AGNOSTIC_IterationsAll,LS_AGNOSTIC_IterationsSolved,LS_ADAPTIVE_ZERO_Time,LS_ADAPTIVE_ZERO_DualGap,LS_ADAPTIVE_ZERO_DualGapSD,LS_ADAPTIVE_ZERO_DualGapNotSolved,LS_ADAPTIVE_ZERO_DualGapNotSolvedSD,LS_ADAPTIVE_ZERO_IterationsAll,LS_ADAPTIVE_ZERO_IterationsSolved,LS_GOLDEN_RATIO_Time,LS_GOLDEN_RATIO_DualGap,LS_GOLDEN_RATIO_DualGapSD,LS_GOLDEN_RATIO_DualGapNotSolved,LS_GOLDEN_RATIO_DualGapNotSolvedSD,LS_GOLDEN_RATIO_IterationsAll,LS_GOLDEN_RATIO_IterationsSolved,LS_BACKTRACKING_Time,LS_BACKTRACKING_DualGap,LS_BACKTRACKING_DualGapSD,LS_BACKTRACKING_DualGapNotSolved,LS_BACKTRACKING_DualGapNotSolvedSD,LS_BACKTRACKING_IterationsAll,LS_BACKTRACKING_IterationsSolved
0,30,340.708,1.466222498991758e-5,1.0531922803983442,0.00021602087679278048,1.000744019618537,10823,15046,355.732,1.5831371170494576e-5,1.0432808067297445,0.00023666623786762242,1.0000251130310907,14853,20814,1750.491,1.2475800552439977e-5,1.0333551422910314,0.00015148945275341672,1.0000719812334369,1687783,5001557,3043.135,1.8104749798879545e-5,1.0237240795338793,5.630003813920051e-5,1.041413400881689,8522942,30992434,343.48,1.0870144586338039e-5,1.038040128272169,0.00013907697923469205,1.000131909358335,16139,17670,3600.0,0.00047862754818104046,1.000591623128769,0.00047862754818104046,1.0005932726751838,5709072,Inf,427.887,2.370193489689054e-5,1.0816812885224325,0.0004322952152893991,1.0022980321426351,23587,32585
10,20,3600.0,0.00021602087679278048,1.0007417561449512,0.00021602087679278048,1.000744019618537,8711,Inf,3600.0,0.00023666623786762242,1.0000254108040623,0.00023666623786762242,1.0000251130310907,11873,Inf,3600.0,0.00015148945275341672,1.0000726330121923,0.00015148945275341672,1.0000719812334369,30896,Inf,3600.0,0.00020143259754189295,1.0034532692596099,0.00020143259754189295,1.0034363640128052,33670,Inf,3600.0,0.00013907697923469205,1.0001188882159686,0.00013907697923469205,1.000131909358335,15373,Inf,3600.0,0.0005220509062180522,1.0001082343217367,0.0005220509062180522,1.0001083409181823,3948,Inf,3600.0,0.0004322952152893991,1.0022845222857735,0.0004322952152893991,1.0022980321426351,19088,Inf
300,20,3600.0,0.00021602087679278048,1.0007417561449512,0.00021602087679278048,1.000744019618537,8711,Inf,3600.0,0.00023666623786762242,1.0000254108040623,0.00023666623786762242,1.0000251130310907,11873,Inf,3600.0,0.00015148945275341672,1.0000726330121923,0.00015148945275341672,1.0000719812334369,30896,Inf,3600.0,0.00020143259754189295,1.0034532692596099,0.00020143259754189295,1.0034363640128052,33670,Inf,3600.0,0.00013907697923469205,1.0001188882159686,0.00013907697923469205,1.000131909358335,15373,Inf,3600.0,0.0005220509062180522,1.0001082343217367,0.0005220509062180522,1.0001083409181823,3948,Inf,3600.0,0.0004322952152893991,1.0022845222857735,0.0004322952152893991,1.0022980321426351,19088,Inf
900,20,3600.0,0.00021602087679278048,1.0007417561449512,0.00021602087679278048,1.000744019618537,8711,Inf,3600.0,0.00023666623786762242,1.0000254108040623,0.00023666623786762242,1.0000251130310907,11873,Inf,3600.0,0.00015148945275341672,1.0000726330121923,0.00015148945275341672,1.0000719812334369,30896,Inf,3600.0,0.00020143259754189295,1.0034532692596099,0.00020143259754189295,1.0034363640128052,33670,Inf,3600.0,0.00013907697923469205,1.0001188882159686,0.00013907697923469205,1.000131909358335,15373,Inf,3600.0,0.0005220509062180522,1.0001082343217367,0.0005220509062180522,1.0001083409181823,3948,Inf,3600.0,0.0004322952152893991,1.0022845222857735,0.0004322952152893991,1.0022980321426351,19088,Inf
1800,20,3600.0,0.00021602087679278048,1.0007417561449512,0.00021602087679278048,1.000744019618537,8711,Inf,3600.0,0.00023666623786762242,1.0000254108040623,0.00023666623786762242,1.0000251130310907,11873,Inf,3600.0,0.00015148945275341672,1.0000726330121923,0.00015148945275341672,1.0000719812334369,30896,Inf,3600.0,0.00020143259754189295,1.0034532692596099,0.00020143259754189295,1.0034363640128052,33670,Inf,3600.0,0.00013907697923469205,1.0001188882159686,0.00013907697923469205,1.000131909358335,15373,Inf,3600.0,0.0005220509062180522,1.0001082343217367,0.0005220509062180522,1.0001083409181823,3948,Inf,3600.0,0.0004322952152893991,1.0022845222857735,0.0004322952152893991,1.0022980321426351,19088,Inf
2700,20,3600.0,0.00021602087679278048,1.0007417561449512,0.00021602087679278048,1.000744019618537,8711,Inf,3600.0,0.00023666623786762242,1.0000254108040623,0.00023666623786762242,1.0000251130310907,11873,Inf,3600.0,0.00015148945275341672,1.0000726330121923,0.00015148945275341672,1.0000719812334369,30896,Inf,3600.0,0.00020143259754189295,1.0034532692596099,0.00020143259754189295,1.0034363640128052,33670,Inf,3600.0,0.00013907697923469205,1.0001188882159686,0.00013907697923469205,1.000131909358335,15373,Inf,3600.0,0.0005220509062180522,1.0001082343217367,0.0005220509062180522,1.0001083409181823,3948,Inf,3600.0,0.0004322952152893991,1.0022845222857735,0.0004322952152893991,1.0022980321426351,19088,Inf
