seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
3,640000,3615.067000759,3611.121507819,2.6789186350294763e8,1.6871096979738712e7,1.8268235990416527e7,784,0.15306122448979592,0.3602763467884117
