seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
5,62500,3601.774113493,3601.508183746,5.5774655977519274e-12,0.13806451978107154,0.00027590124896444655,5128,0.15210608424336974,0.3591587092171218
