seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
2,640000,3618.046227036,3614.071821481,1.1088956361451755e9,2.3302104228863716e7,2.1953627010632515e7,780,0.15256410256410258,0.3597975322014722
