seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
5,490000,3623.886873885,3619.232802711,0.05810237584797199,16960.1878156193,16815.97165107938,723,0.15214384508990317,0.3594089042349487
