seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
2,10000,0.962046487,0.944902379,1.7023242938940625e-12,0.13431565249982308,9.964570026987255e-8,898,0,0,2.9743875278396437,0.2595144104927766,Inf,Inf
