seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,10000,1.9914001594504794e-12,0.13129033709706928,9.944236452194221e-8,2992,6.544271693,6.486058484
2,10000,2.1449007115963083e-12,0.13938034578817138,-0.0005020747791432984,2162,3.744751144,3.741635037
3,10000,2.2666483802136573e-12,0.1354107167360137,9.816412979274099e-8,1804,2.398213121,2.378964507
4,10000,2.1255114535042965e-12,0.14185513198272912,9.968067521197871e-8,2296,3.817605156,3.799873433
5,10000,1.894265823650479e-12,0.1346605575484815,9.998765308143098e-8,2183,3.408552715,3.405766058
1,40000,3.760651765238964e-12,0.13664177098367603,0.00044460789610921994,3909,3602.682037496,3602.413536847
2,40000,3.728488623116681e-12,0.1364765898532091,0.0002278775588474424,4016,3601.346739923,3601.032963371
3,40000,3.790436919578014e-12,0.12812652385036627,0.016436042524063554,4253,3601.581324474,3601.305679822
4,40000,3.7570338376281896e-12,0.1291026305659289,6.415597163816622e-7,4146,3601.961781196,3601.583084978
5,40000,3.7517477530516995e-12,0.13472416225216685,0.013873836629721716,4249,3601.904353795,3601.705712445
1,90000,7.0895588112271436e-12,0.14488741752792417,0.06469380104902515,3456,3602.371250552,3602.078208707
2,90000,6.529744176082191e-12,0.1438252294501063,0.04010707016861942,3489,3601.841934478,3601.44201641
3,90000,6.077229522542334e-12,0.134927846357346,0.003667812455627821,3515,3601.741983351,3601.373952802
4,90000,6.793690306753083e-12,0.14153120080809825,0.04996872571997662,3675,3601.789958709,3601.441765875
5,90000,6.102490574658038e-12,0.1325499463268405,0.01878873323108483,3651,3601.699453493,3601.414420112
1,160000,6.681761589250768e-10,1.0640456569965702,1.034530281004061,3223,3603.759263088,3603.217648268
2,160000,9.549252864324122e-10,1.2921080908903642,1.2913699412408393,3207,3602.101121677,3601.675536047
3,160000,1.688016981238204e-9,1.7052745063560653,1.7056026047005073,3319,3602.084928006,3601.560814952
4,160000,1.093923469447016e-9,1.361043107494269,1.3610523286023486,3371,3602.853701632,3602.415232083
5,160000,6.150283167117025e-10,1.0186822749141013,1.0180635041871002,3383,3602.175823831,3601.636305137
1,250000,3.097210775992359e-8,6.660465157165703,6.6683689193628,2923,3603.971501129,3603.444236702
2,250000,1.9688337568948526e-8,5.164771664788675,5.171742168758668,2919,3601.351906968,3600.939504803
3,250000,2.6349691950456215e-8,6.017259401464782,6.022167811435644,2994,3602.488096588,3602.150408547
4,250000,3.234955643922514e-8,6.72702623269769,6.68731436701968,3065,3601.572049266,3601.223367867
5,250000,2.4224114863338076e-7,18.545007743049357,18.46756904540231,3040,3602.308044196,3601.877021259
1,360000,1.1080691561806164e-6,38.45042379102529,38.78207741186995,2903,3603.163663673,3602.737913373
2,360000,3.3550193698152626e-7,20.04663105095747,21.381532096750355,2918,3602.671049263,3601.924364429
3,360000,4.830894571799642e-11,0.2493064765134343,0.24934921369420168,2803,3602.079373701,3601.727214396
4,360000,3.717708581216384e-7,20.296868244580377,22.492127034474407,2888,3602.311106948,3601.8238914
5,360000,4.5199399331251184e-7,25.52504796148568,24.72918547008027,2924,3601.787854852,3601.375601746
1,490000,0.018679239912091628,9945.76317941443,9924.454323165528,667,3617.08301705,3612.363831914
2,490000,0.007442261498224473,6377.665005136834,6379.1274347445415,646,3619.078899971,3614.568303814
3,490000,0.024562346627559448,10404.599705328506,11789.304870252958,662,3623.087876932,3618.805236979
4,490000,0.029809038191138636,11987.005832503699,13679.892137822451,662,3618.78722207,3614.58441333
5,490000,0.020546189941631203,10361.862981245846,10362.077641158921,674,3620.548251551,3616.375089509
1,640000,4.633325728215274e8,2.2411629072344303e7,1.8390064756088734e7,697,3616.226700954,3611.67640548
2,640000,1.1074155052610328e9,9.52519791614151e6,1.022722718879795e7,682,3616.657134099,3611.49214698
3,640000,2.686492771255654e8,1.6620449825335026e7,1.5144047642082214e7,696,3617.779150443,3613.120141777
4,640000,1.1879482482061072e8,1.5248596432379961e7,1.5118000593254328e7,708,3615.751484659,3611.827140361
5,640000,4.173389638831321e7,1.3557205320706367e7,1.2666070471612215e7,717,3614.283401862,3609.253982963
1,810000,1.4420792602184203e8,1.9799403687690735e7,2.0301660918350935e7,639,3618.579024722,3612.608114003
2,810000,6.01481836531798e8,2.0015806180138588e7,2.172905005314541e7,622,3614.714355234,3610.209551788
3,810000,8.062027415858687e8,2.236528704552698e7,2.1449589465422153e7,619,3613.877994093,3609.371464817
4,810000,2.783756332411137e8,6.653643921345234e6,7.354352005414963e6,629,3616.046921784,3611.456796053
5,810000,1.842162139893193e9,9.09817121420002e6,8.541631799411774e6,619,3613.67882304,3608.696866149
1,1000000,1.6220069869680102e9,1.2213142988999367e7,1.1775217744288445e7,574,3619.99094498,3615.744626478
2,1000000,7.218783479081707e9,9.85809080715561e6,9.232981422718048e6,566,3620.215587453,3615.438210509
3,1000000,2.3992411719613767e9,1.1048665373474121e7,9.495694882678032e6,570,3622.0582847,3616.629555912
4,1000000,1.5894378086073153e9,1.8417683962688446e7,1.5092193617897987e7,580,3614.593418398,3610.178739702
5,1000000,6.244629088570902e8,2.1241753443319798e7,1.686304468451357e7,569,3613.018187086,3608.574856633
