seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
2,250000,3602.015456872,3601.707956334,1.8532134214324023e-10,0.5234544824779024,0.5111843548355393,3585,0,0,3.0373779637377964,0.18971265341224372,Inf,Inf
