seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter,time,fw_time
1,10000,2.1653629620826507e-12,0.13327018123370665,9.906841444866048e-8,1604,0.15211970074812967,0.35924888112359754,4.37421787,4.344089765
2,10000,2.1863019845417877e-12,0.13451282235382506,9.89384169940332e-8,1676,0.15214797136038186,0.3592714579248736,2.541854827,2.538792844
3,10000,2.1492123243375774e-12,0.13490958521413152,9.977626479280563e-8,1571,0.15213239974538512,0.35926353939607736,2.311532234,2.308124491
4,10000,2.0598933446787147e-12,0.1304478460219612,4.354097209698527e-6,1512711,0.1520105294401905,0.37401737360731957,3601.067981898,3601.06314194
5,10000,2.155792680560188e-12,0.13256767808403008,-0.003563919176811364,1710,0.1521357519016969,0.35925754862559584,2.638279306,2.63376649
1,40000,4.328466942886135e-12,0.13913060253468837,4.6284154284861967e-7,6338,0.15209845377090564,0.35958374813279864,3602.788399192,3602.365307716
2,40000,4.44078660827554e-12,0.1365681056050588,4.3032145836981067e-7,6453,0.15388191538819154,0.38857586842300873,3601.524430148,3601.453690879
3,40000,4.117410651360449e-12,0.1321900119432935,0.009567807274642034,6544,0.1520476772616137,0.3590945363049676,3600.968362894,3600.821830168
4,40000,4.595173760689718e-12,0.1421369304001605,4.6042895175915704e-7,6306,0.15207738661592135,0.3591243616008459,3601.796416765,3601.649689564
5,40000,4.6266906453374635e-12,0.1414278296235078,9.41723095478221e-7,6046,0.1520013231888852,0.35905186789116056,3601.260416987,3601.031037284
1,90000,6.515702981171697e-12,0.13458073834236295,0.028719628333656756,5200,0.15211538461538462,0.3591672344228846,3602.864432418,3602.470983816
2,90000,6.488870386640822e-12,0.14350096746041985,0.018407829140122803,5207,0.15210293835221816,0.35915512996602883,3601.460428494,3601.134206895
3,90000,6.537285581463676e-12,0.1354955879400769,0.006057315957182339,5137,0.15203426124197003,0.35908905005087133,3601.736438021,3601.453521374
4,90000,6.747037231567742e-12,0.161503644197436,0.02867442516551613,5185,0.15216972034715526,0.359219965390464,3601.872437362,3601.67854197
5,90000,6.425780181489689e-12,0.1361889594545652,0.021504257856084473,5039,0.15201428854931534,0.35907037103601264,3601.720410393,3601.4406659
1,160000,1.3633686884408794e-10,0.45019547721339503,0.4643026259069915,4831,0.15214241357896915,0.35919605597679843,3603.540443524,3603.132080903
2,160000,2.1506129648843744e-10,0.587397691383689,0.5879493648052839,4744,0.15219224283305227,0.3592449976072414,3601.384386799,3601.076420686
3,160000,4.471735310012991e-10,0.819585576790558,0.8192870139460319,4805,0.15213319458896982,0.35918732711602475,3601.832428611,3601.572720588
4,160000,4.68492918975219e-10,0.8340192058029018,0.8346088374147672,4770,0.15220125786163521,0.3592535208164408,3601.832418203,3601.554714022
5,160000,4.38230156104479e-10,0.8159306595899062,0.8336610202054088,4633,0.15216922080725231,0.3592236096853502,3601.624468895,3601.349228373
1,250000,1.3519392445893111e-8,4.053720140990624,3.9842632879738673,4148,0.1521215043394407,0.3591819238095972,3602.840589637,3602.364587012
2,250000,7.880684569043305e-9,3.1576758719346363,3.150815301668439,4147,0.15215818664094527,0.3592174671016194,3601.980330406,3601.40968049
3,250000,1.4813434861206005e-8,4.29246539701934,4.300549114201086,4149,0.15208483972041456,0.3591463903952656,3602.392402738,3601.850478297
4,250000,1.523254287034934e-8,4.32779038667728,4.24224405358367,4155,0.15210589651022863,0.3591667298992529,3602.000350577,3601.554575924
5,250000,9.845693580455405e-8,11.137627459379324,10.761557372122676,4089,0.15211543164587918,0.35917666556060496,3602.184445132,3601.642348877
1,360000,4.728527853248334e-7,20.080741719173787,19.96300125743616,3871,0.1521570653577887,0.35921946985162323,3602.660368728,3602.129391282
2,360000,1.7654551718916318e-7,13.820328985719827,14.738244222263326,3837,0.15220224133437582,0.35926363219699203,3602.148353417,3601.646833669
3,360000,1.8550548904640242e-10,0.4575122793274513,0.4573381653745966,3734,0.1521156936261382,0.3591810960266823,3602.368986251,3601.48522854
4,360000,1.178707053813426e-7,11.1249702124582,11.11565840376452,3844,0.15218522372528617,0.35924706735729345,3602.160392886,3601.63955602
5,360000,2.95733235056061e-7,17.532243457460602,17.53600519291455,3758,0.1522086216072379,0.3592707947729019,3602.766937649,3601.934955188
1,490000,0.02674677442894872,10501.748133137975,11711.127048819468,732,0.15300546448087432,0.360238915967564,3621.580373853,3617.811557706
2,490000,0.01110698711382788,7720.6809243347425,8175.438053604109,745,0.15302013422818792,0.3602487654124089,3622.280391105,3617.116765397
3,490000,0.03352171725370736,13421.873290887022,13362.621197024793,763,0.15203145478374835,0.3592868980700294,3621.611181132,3617.541762404
4,490000,0.04003582166366924,13364.167912800156,15148.586363213584,752,0.1529255319148936,0.3601552480566947,3617.476403667,3612.869239004
5,490000,0.064142180358333,18564.07068719841,18156.363660164825,728,0.15247252747252749,0.35972545975633186,3622.012627504,3616.53054434
1,640000,4.642915593996697e8,2.634462952507305e7,2.516343614428425e7,785,0.15286624203821655,0.36008794800752914,3615.492463796,3609.712122291
2,640000,1.1077933034904263e9,1.328754608364582e7,1.2833904716936111e7,776,0.15206185567010308,0.35931242767968385,3616.112531656,3611.375412299
3,640000,2.677200550661509e8,1.5695342683490276e7,1.4275136051857948e7,781,0.1523687580025608,0.35960825872139657,3615.248412265,3610.95311818
