seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap
3,1000,2889.696393107,2889.441803021,0.16867191808337156,1.0971250482411099e-7,9.635323247256244e-8,1461,0,0,3.478439425051335,1.4782836312577508,Inf,Inf
