seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter,time,fw_time
1,500,0.22024087367502507,1.0281925864885633e-7,9.998100245628416e-8,1429,NaN,NaN,355.504428854,355.262195844
2,500,0.22261468891578018,1.1140964630701466e-7,9.770442059575668e-8,1827,NaN,NaN,516.420447469,516.382077113
3,500,0.22149879236356737,1.0926498055646716e-7,9.982867577723598e-8,1397,NaN,NaN,371.844417463,371.754186631
4,500,0.22020051067856222,1.0097993285995699e-7,9.993297484661712e-8,1563,NaN,NaN,536.884489419,536.834214602
5,500,0.22162919018804156,1.0661603210004866e-7,9.713446199460796e-8,1460,NaN,NaN,386.716413395,386.674150886
1,1000,0.16817323281995197,1.0255058848288034e-7,9.712104242706743e-8,2308,NaN,NaN,3137.132450636,3136.633378963
2,1000,0.16825933480071945,1.027642737398693e-7,9.786338633216429e-8,2101,NaN,NaN,2460.180435915,2459.920089979
3,1000,0.16867191808383816,9.967317811040988e-8,9.93888478600935e-8,2461,NaN,NaN,2984.088374419,2983.758610033
4,1000,0.1688473858809478,9.938349018051573e-8,9.976723495952466e-8,2541,NaN,NaN,2816.424350941,2816.146563485
5,1000,0.16827882742886072,1.0134509683540349e-7,9.93238975129096e-8,2556,NaN,NaN,2871.956475136,2871.71191963
1,1500,0.14416807784656469,0.0010111370743739537,0.0010127714397917785,936,NaN,NaN,3605.204336593,3604.527068773
2,1500,0.14409304354047076,0.0009547094564146576,0.0009564396876222195,928,NaN,NaN,3603.964407318,3603.28632081
3,1500,0.1436261910652547,0.0006120565893573959,0.0006246638603652731,926,NaN,NaN,3604.840591708,3604.250755083
4,1500,0.14408966294571324,0.0008333569597554283,0.0008324455733580843,935,NaN,NaN,3603.980556871,3603.353074241
5,1500,0.14392925910905838,0.0009560486017646218,0.000952029275684458,946,NaN,NaN,3604.44452241,3603.76720559
1,2000,0.12901248485120492,0.0015018456748676842,0.0015514656888249712,859,NaN,NaN,3607.712869233,3606.732383469
2,2000,0.12914755854720614,0.0013730685364767986,0.0013882103256256835,886,NaN,NaN,3603.956290773,3603.342755032
3,2000,0.12894041101347029,0.0012674134808675075,0.0012714115060952422,883,NaN,NaN,3606.7510663,3606.054356816
4,2000,0.1288840253523214,0.0011148980945668782,0.0011204289809402003,880,NaN,NaN,3603.624442148,3602.971435709
5,2000,0.12886876480684725,0.0014272287753299626,0.0014288211581770412,888,NaN,NaN,3605.214842596,3604.509157484
1,2500,0.12111404496406829,0.0026757119612091235,0.002662493909843331,741,NaN,NaN,3606.444320396,3605.460073915
2,2500,0.12135609433730997,0.0027493921178515374,0.002754492094509238,752,NaN,NaN,3608.336721062,3607.515545388
3,2500,0.12120453761650722,0.0027418530198556855,0.0027455391574646645,751,NaN,NaN,3609.045931594,3608.18978472
4,2500,0.12084618163171744,0.002803951846916633,0.0031227187986326323,752,NaN,NaN,3604.832182515,3604.041094023
5,2500,0.12116191501526012,0.0025804240205535497,0.002612504643770497,752,NaN,NaN,3604.4565187,3603.672084079
1,3000,0.11027622656548618,0.002779138862431186,0.002779162076998947,695,NaN,NaN,3610.824417068,3609.857796479
2,3000,0.11035668666922069,0.003108295230110327,0.0030845508957847573,696,NaN,NaN,3605.382550775,3604.607761854
3,3000,0.11010152916886497,0.0031664729081261993,0.0031092426180569163,699,NaN,NaN,3610.480745739,3609.670453088
4,3000,0.1099442845542384,0.003034866806178236,0.0030030537067175338,702,NaN,NaN,3607.817910405,3606.877570473
5,3000,0.11003041747363354,0.0031075592552278174,0.003093209999958973,704,NaN,NaN,3607.880518408,3606.978242356
1,3500,0.10567504905391462,0.004688811441253514,0.004693609434537154,634,NaN,NaN,3612.229058245,3611.080987866
2,3500,0.1056265391472931,0.00383023181059388,0.0039369194844513025,615,NaN,NaN,3608.396586652,3607.394925463
3,3500,0.10544593148979735,0.0037710557347555088,0.0037746345431504923,610,NaN,NaN,3604.925068032,3604.017566696
4,3500,0.10538255557482606,0.00421456271585216,0.004333170620477823,625,NaN,NaN,3608.884955891,3607.767002936
5,3500,0.1055253798713637,0.004198622635069552,0.004163910316835797,607,NaN,NaN,3608.471530576,3607.432653559
1,4000,0.09988539309621952,0.004848980589773743,0.004828623452919418,557,NaN,NaN,3607.408366817,3606.230564721
2,4000,0.10006892075190457,0.004874381220115104,0.004878484946783199,556,NaN,NaN,3607.600848351,3606.593465417
3,4000,0.09979491504450609,0.004582408778810724,0.0045815124662330585,556,NaN,NaN,3608.370661692,3607.298409964
4,4000,0.09990336288849797,0.00424142622922187,0.004249953636304062,557,NaN,NaN,3612.125904963,3611.128820374
5,4000,0.09994955158323177,0.00503484444542068,0.004912299628870333,556,NaN,NaN,3610.384797351,3609.396921862
1,4500,0.09781816402619743,0.011194490197122793,0.011270130795958741,286,NaN,NaN,3612.007138521,3609.855089515
2,4500,0.0978936206671388,0.011376814217115326,0.011597175872270559,288,NaN,NaN,3612.375057203,3610.190655559
3,4500,0.09751126810557778,0.01082038011298409,0.01075501821270103,284,NaN,NaN,3612.132484638,3609.758191655
4,4500,0.09768267189168929,0.011281645246440163,0.011308453292498667,288,NaN,NaN,3619.612541968,3617.438810921
5,4500,0.09800598481443017,0.012585523709925049,0.012592287832462593,287,NaN,NaN,3622.809724167,3620.604723635
1,5000,0.0925708207440337,0.011168290824477189,0.011488776241154814,258,NaN,NaN,3614.152339377,3611.824323674
2,5000,0.0923597081401257,0.010688288518329179,0.010694043314113454,261,NaN,NaN,3623.316440033,3620.975979393
3,5000,0.09272238640228182,0.012405312136903667,0.012410259945639362,262,NaN,NaN,3613.056461195,3610.771675823
4,5000,0.09279079813783532,0.012648651762867287,0.012713126555405319,263,NaN,NaN,3623.712468494,3621.455715856
5,5000,0.09237474374755675,0.011631829614849173,0.011422978608862927,261,NaN,NaN,3615.440627125,3613.292641162
