seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,500,0.22024087367498746,1.1484328429900437e-7,9.749675436432348e-8,1241,517.362962263,517.274203395
2,500,0.2226146889156367,1.0467972386823954e-7,9.912461594596689e-8,1435,748.446932953,748.342168899
3,500,0.22149879236345454,9.694293782308572e-8,9.812660821395536e-8,1042,599.654705108,599.534222085
4,500,0.2202005106784884,9.620725893028093e-8,9.722062359329708e-8,1303,817.738877984,817.637874241
5,500,0.2216291901878411,9.14803958765309e-8,9.657781777777652e-8,1178,732.994872509,732.925917315
1,1000,0.16817323461181413,4.476108300704995e-6,4.402842697127929e-6,1243,3604.20901549,3603.817509308
2,1000,0.16825933483781963,7.948220385294025e-7,7.471424925062364e-7,1391,3603.436802744,3602.951371494
3,1000,0.16867191858094144,2.6464004635740057e-6,2.9562923461526336e-6,1428,3602.946174589,3602.527447455
4,1000,0.16884738590941137,5.445706322028399e-7,6.130728627401494e-7,1627,3603.208913426,3602.73952256
5,1000,0.16827882749975076,1.0410349694477128e-6,1.0423535873466117e-6,1596,3601.764720431,3601.306050305
1,1500,0.14476708349967918,0.005924413912445511,0.0059391888958806455,515,3605.013551266,3604.352273237
2,1500,0.1443169853078405,0.0034669454455914968,0.0034643467631869894,532,3605.345884714,3604.576659662
3,1500,0.14375785030659183,0.0027321482850014706,0.0026346996540326066,526,3609.069784607,3608.366280128
4,1500,0.1442645795892664,0.0029479545670616607,0.0029594274774381035,524,3606.995507168,3606.275105441
5,1500,0.14429497897970436,0.00407314759262312,0.004138899482061691,520,3603.469130828,3602.741125142
1,2000,0.12957723631711723,0.004900361954860641,0.004908511881621672,471,3607.058176163,3606.300220248
2,2000,0.12979879119662227,0.0059184908740813995,0.0060665478821708314,476,3610.95890095,3610.158704544
3,2000,0.1294761993523816,0.005143818453880945,0.004978545065774404,474,3604.627394184,3603.898611014
4,2000,0.12959395979400024,0.005665701690416476,0.005664747044599579,476,3604.971953363,3604.171924719
5,2000,0.12971831681820953,0.006242549360947872,0.006242710001327933,473,3608.338816559,3607.589603783
1,2500,0.12204402166534624,0.006426910349074805,0.006432718448595318,414,3608.865200493,3607.979078236
2,2500,0.12359925940940414,0.01132109384942985,0.012089693462187197,418,3611.182407025,3610.387260221
3,2500,0.12287408617669648,0.00987316678790795,0.009873088167481638,416,3608.872196374,3608.051507557
4,2500,0.12215261386712924,0.008881779426227695,0.00893720615051197,415,3618.760606272,3617.903773904
5,2500,0.12240634032550515,0.008202481142517284,0.008663612042122997,412,3605.012614058,3604.207199442
1,3000,0.11138807968198991,0.007670366225140512,0.007716507628339073,396,3612.491697731,3611.442140141
2,3000,0.11165089529258088,0.007901465632706373,0.00817487892775845,401,3613.290944509,3612.385903647
3,3000,0.11212185640099341,0.010869546494246502,0.011271835162307044,396,3611.630092396,3610.487514542
4,3000,0.11164260274554506,0.009650518552704084,0.009630851529884823,398,3611.346757743,3610.479328663
5,3000,0.11150448551318905,0.009273594159934142,0.009552872553621913,396,3612.757358981,3611.761545856
1,3500,0.10846478961392861,0.015222254465543355,0.01530678352534489,366,3606.010363781,3604.994274877
2,3500,0.10718934101192515,0.009714775814029113,0.00971714301367866,363,3609.454992835,3608.434406502
3,3500,0.10673398793241544,0.008305679598392048,0.008787808128318222,365,3614.977494968,3613.883496666
4,3500,0.10760028818925693,0.011332013775973815,0.011341139146913117,368,3612.595169069,3611.697522383
5,3500,0.10689347991540375,0.008743040888812888,0.00901233901746764,369,3614.265447439,3613.302244093
1,4000,0.10226792693584894,0.012672932066969577,0.012723178369794655,318,3610.630370496,3609.580593628
2,4000,0.10222882735487111,0.012198578972266779,0.011988311775968229,316,3614.217170531,3612.961370053
3,4000,0.10173953578553274,0.011486707520061989,0.011808499383085373,317,3616.388342517,3615.271046718
4,4000,0.10162117704374386,0.01095942066816006,0.01092250866442918,318,3619.439173076,3618.399703523
5,4000,0.10246481760368503,0.0136523992228323,0.013751258723892119,319,3615.430751617,3614.189703051
1,4500,0.10506893415680306,0.06646487541198859,0.0738784391584007,162,3624.889358712,3622.989632424
2,4500,0.10536014433001567,0.07240686162957431,0.07479254421164833,161,3617.111139606,3615.12193133
3,4500,0.10215614671611167,0.03428792090417654,0.03441429498402966,161,3612.526967736,3610.406362814
4,4500,0.10522641176287813,0.07217086280791246,0.07483507783704543,163,3620.186162524,3618.013859765
5,4500,0.10414748041928489,0.05765278601481696,0.05798374851450415,159,3615.407515281,3613.265073988
1,5000,0.09911211405807709,0.05991338142049143,0.060975730859801944,146,3614.522516151,3611.821762413
2,5000,0.09790484103754048,0.0481184761813064,0.052900422433166616,147,3634.480417726,3631.972174742
3,5000,0.1010109408980001,0.10257637290481866,0.10983833943137118,147,3639.466626335,3636.867008054
4,5000,0.10323664605450729,0.231089343751613,0.23187361380298943,146,3633.763287509,3631.36548637
5,5000,0.09721446136694828,0.03877257234984133,0.040053693824379295,144,3626.587240123,3624.226950907
