seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,500,0.22024087367481807,9.668363832454618e-8,9.658063683526397e-8,785,0,0,3.548306148055207,1.1709369038461415,Inf,Inf,322.944377736,322.81004147
2,500,0.22261468891565248,9.776461259297653e-8,9.815482527458785e-8,998,0,0,3.464955577492596,1.1015646090655045,Inf,Inf,429.940414632,429.890334149
3,500,0.22149879236327855,9.646199519708354e-8,9.999500150820184e-8,739,0,0,3.559681697612732,1.173984443500953,Inf,Inf,330.012412439,329.960174638
4,500,0.22020051067837676,1.0203982678258505e-7,9.781715312739969e-8,860,0,0,3.5189003436426116,1.0931071278876885,Inf,Inf,411.412350794,411.33817526
5,500,0.22162919018772337,9.809833973611903e-8,9.122196058253262e-8,776,0,0,3.549492385786802,1.178518979352549,Inf,Inf,381.768395436,381.694150916
1,1000,0.1681732328196588,1.0037863599349217e-7,9.856869515392774e-8,1392,0,0,3.506810035842294,1.1484770355520648,Inf,Inf,2260.292397395,2259.794317578
2,1000,0.19359859901632825,0.5891034075379457,0.5891034075379457,4161,0,0,1.0067226890756302,0.19834313986154156,Inf,Inf,3603.056399194,3602.908858255
3,1000,0.19366511406116066,0.5371453596648768,0.5371453596648768,3869,0,0,1.0072295378259748,0.20567715523398014,Inf,Inf,3601.18842434,3600.96853969
4,1000,0.1930542254317835,0.3734556471928359,0.3734556471928359,3941,0,0,1.0070975918884664,0.2037934285447724,Inf,Inf,3602.156405784,3601.927056469
5,1000,0.1934946856080552,0.2560448328263992,0.2560448328263992,3958,0,0,1.0070671378091873,0.2008578673927108,Inf,Inf,3601.331125994,3600.974987135
1,1500,0.14417873220832894,0.001334891097472972,0.0014004772155564935,512,0,0,4.712062256809339,1.3546434574091184,Inf,Inf,3610.086026658,3609.450961501
2,1500,0.1441160370065146,0.001602980916210986,0.0015839857159815514,510,0,0,4.7358121330724074,1.4012142059340267,Inf,Inf,3603.872229247,3603.149304913
3,1500,0.1436328044848393,0.0010239597176960498,0.0010556279518807582,516,0,0,4.67504835589942,1.3290202457256428,Inf,Inf,3606.13636856,3605.417756005
4,1500,0.1440938099834688,0.0010917484986051294,0.0011380332854765834,523,0,0,4.666666666666667,1.329830003101948,Inf,Inf,3609.483167116,3608.781320148
5,1500,0.14392928147093279,0.0009954389605943657,0.0010199381132228909,531,0,0,4.62593984962406,1.382267324661585,Inf,Inf,3608.288321574,3607.642993657
1,2000,0.12906375854861557,0.0020761337236813275,0.0020749234941188563,432,0,0,4.97459584295612,1.3983460420827913,Inf,Inf,3610.784762542,3609.936116847
2,2000,0.12922228542606407,0.0021687782048980878,0.002164791860133141,437,0,0,4.942922374429224,1.4331583749184615,Inf,Inf,3604.185885845,3603.451790369
3,2000,0.12897937837365014,0.0019137896048887042,0.0019104870595963684,436,0,0,4.938215102974828,1.3940665613512864,Inf,Inf,3604.868386199,3604.146587205
4,2000,0.12891213423686532,0.0016384782285728157,0.0016383631581590036,457,0,0,4.914847161572053,1.396838442781636,Inf,Inf,3608.704432319,3608.195223322
5,2000,0.1289511503043078,0.0023744839198101275,0.0023940859023042806,458,0,0,4.930283224400871,1.4062936073245185,Inf,Inf,3607.080422739,3606.435603691
1,2500,0.12170666665365773,0.0060853421439475315,0.0059433091763304476,244,0,0,5.224489795918367,1.5346450719373774,Inf,Inf,3614.995259467,3613.822187888
2,2500,0.12197786200242701,0.006082758178247511,0.006061703824513643,239,0,0,5.166666666666667,1.510539449393144,Inf,Inf,3623.227245163,3621.944333277
3,2500,0.1218016742969702,0.005989653856062344,0.006019147238808972,231,0,0,5.202586206896552,1.6455087086628009,Inf,Inf,3613.904392455,3612.742886136
4,2500,0.12147803021593076,0.0062547476086304565,0.0062675772406897805,222,0,0,5.251121076233184,1.5391837367139125,Inf,Inf,3618.673362374,3617.655243941
5,2500,0.12190351719505854,0.0061504470899204355,0.006234819247381063,237,0,0,5.19327731092437,1.5846165047348117,Inf,Inf,3619.174863593,3617.774309257
1,3000,0.11033514989565885,0.0035225988452171238,0.0035490229389273237,356,0,0,5.0700280112044815,1.5039734822024706,Inf,Inf,3607.947237359,3607.038288049
2,3000,0.110422215577301,0.0037002099846721315,0.003708978343550263,362,0,0,4.997245179063361,1.4612841975534778,Inf,Inf,3612.122428828,3611.25192631
3,3000,0.11014266864512298,0.0037272552560862794,0.0036555518797516083,359,0,0,5.027777777777778,1.525751307895161,Inf,Inf,3609.05272545,3608.200631823
4,3000,0.11002140074703314,0.003690570672408546,0.003693151991937236,355,0,0,5.098314606741573,1.4608110700682444,Inf,Inf,3607.564641174,3606.70137995
5,3000,0.11008224591288002,0.003528973377943591,0.0036306686661461487,361,0,0,5.030386740331492,1.5150818394435024,Inf,Inf,3609.604433063,3608.758613978
1,3500,0.10550922223347702,0.003848317291825429,0.0038425375418678215,328,0,0,5.060790273556231,1.5448421208789247,Inf,Inf,3614.423884245,3613.45627028
2,3500,0.10570695554449691,0.004447600750652175,0.004408893111262451,321,0,0,5.167701863354037,1.5416785966151683,Inf,Inf,3613.553907769,3612.642180806
3,3500,0.10558741330012147,0.004258914764399775,0.004273342364892421,319,0,0,5.140625,1.5441992527806772,Inf,Inf,3615.532419348,3614.498412447
4,3500,0.10535830267438034,0.004198374675703501,0.004170813515277181,320,0,0,5.133956386292835,1.554469237583009,Inf,Inf,3606.029997139,3605.180459029
