seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,800,6.145612591888465,5.456388407765189e-8,4.4945977606403176e-8,34,0,0,3.5,0.7487363091276265,Inf,Inf,2.251206083,2.229564316
2,800,6.463811536477794,7.834876214474207e-8,8.998381417768542e-8,26,0,0,3.3846153846153846,0.6972473349922866,Inf,Inf,0.13122277,0.128081014
3,800,5.931957024211299,4.001981324108783e-8,9.208190476783784e-8,28,0,0,3.4285714285714284,0.7417981870189155,Inf,Inf,0.143516258,0.141139026
4,800,5.846592605698688,7.138203272916144e-8,7.138203272916144e-8,16,0,0,3.533333333333333,0.833809387832792,Inf,Inf,0.082684346,0.080276582
1,1200,4.436166071376526,9.595169103704393e-9,9.595169103704393e-9,19,0,0,3.4444444444444446,0.8555852638929972,Inf,Inf,2.105850099,2.084837083
2,1200,4.98597185569541,9.8981445262325e-8,8.500319381710142e-8,19,0,0,3.3684210526315788,0.7608859102526822,Inf,Inf,0.144817027,0.141603167
3,1200,4.555136777934,1.809667082852684e-8,6.466621016443241e-8,26,0,0,3.4615384615384617,0.7605665904189709,Inf,Inf,0.196898842,0.194166907
4,1200,5.870604075016381,4.0520262700738385e-8,8.59934061736567e-8,28,0,0,3.2857142857142856,0.7126966450997981,Inf,Inf,0.201987868,0.199148728
1,1500,4.3010066203032356,5.155561666470021e-8,5.858714757778216e-8,33,0,0,3.393939393939394,0.7044232543095956,Inf,Inf,2.389483992,2.366870856
2,1500,4.62361824893579,6.92002686264459e-8,9.048585525306407e-8,29,0,0,3.3793103448275863,0.727706431362473,Inf,Inf,0.265985473,0.262551367
3,1500,4.568350165856757,3.618333721533418e-8,5.6094222600222565e-8,28,0,0,3.3214285714285716,0.772373514927102,Inf,Inf,0.254525998,0.25098273
4,1500,4.3010066203032356,5.155561666470021e-8,5.858714757778216e-8,33,0,0,3.393939393939394,0.7044232543095956,Inf,Inf,0.307944126,0.303830687
5,1500,5.051636674603844,6.024947651894763e-8,8.929782779887319e-8,48,0,0,3.4375,0.6812457300276098,Inf,Inf,0.673836549,0.668541328
