seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter,time,fw_time
1,800,6.14561259188849,5.4330484999809414e-8,6.710695288347779e-8,78,0.07692307692307693,0.2681940937606046,2.455141765,2.424751765
2,800,6.4638115364777065,4.6097625272523146e-8,7.42119254937279e-8,59,0.05084745762711865,0.22157187777172208,0.199461818,0.197144984
3,800,5.931957024211109,3.005334292538464e-8,8.373513082915451e-8,60,0.05,0.21978417765108274,0.194515541,0.191925453
4,800,5.846592605698731,6.520713213831186e-8,7.552955594292143e-8,59,0.06779661016949153,0.2535545088414485,0.191733986,0.189409346
1,1200,4.436166071376369,5.654919732478447e-8,5.654919732478447e-8,56,0.03636363636363636,0.18891859540615819,2.562009749,2.53055066
2,1200,4.98597185569528,4.555272425932344e-8,7.165704118961003e-8,55,0.05454545454545454,0.22918388365077622,0.278110375,0.274750003
3,1200,4.555136777933801,1.6344233699783217e-7,1.6344279174518306e-7,370088,0.8819929314109076,0.5315166950258926,3600.017352089,3600.013107819
4,1200,5.87060407501687,4.931212060910184e-8,5.1660890676430427e-8,64,0.125,0.549169647365276,0.313887734,0.308871174
1,1500,4.30100662030307,5.188189788896125e-8,6.961909093661234e-8,66,0.06060606060606061,0.24043472671155017,2.560253847,2.528920653
2,1500,4.623618248935855,1.2518603398348205e-7,1.251821686309995e-7,542085,0.23046939133161773,0.5144055960739404,3600.014361896,3600.009804609
3,1500,4.5683501658570815,7.146013558667619e-8,5.599667929345742e-8,70,0.07142857142857142,0.2593988910521574,0.413947309,0.410643941
4,1500,4.30100662030307,5.188189788896125e-8,6.961909093661234e-8,66,0.06060606060606061,0.24043472671155017,0.394373586,0.390999993
5,1500,5.05163667460361,8.929646355682053e-8,8.91711806616513e-8,92,0.08695652173913043,0.2833152987899314,0.814839337,0.810240888
