seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,iter_not_converging,fallback_helped,average_iter,std_iter,average_gap,std_gap,time,fw_time
1,800,6.145612591888465,5.456388407765189e-8,4.4945977606403176e-8,34,0,0,3.5,0.7487363091276265,Inf,Inf,2.166812448,2.145741528
2,800,6.463811536477794,7.834876214474207e-8,8.998381417768542e-8,26,0,0,3.3846153846153846,0.6972473349922866,Inf,Inf,0.130001662,0.127479488
3,800,5.931957024211299,4.001981324108783e-8,9.208190476783784e-8,28,0,0,3.4285714285714284,0.7417981870189155,Inf,Inf,0.142074357,0.139869103
4,800,5.846592605698688,7.138203272916144e-8,7.138203272916144e-8,16,0,0,3.533333333333333,0.833809387832792,Inf,Inf,0.082453856,0.080348958
1,1200,4.436166071376526,9.595169103704393e-9,9.595169103704393e-9,19,0,0,3.4444444444444446,0.8555852638929972,Inf,Inf,2.354429844,2.331254929
2,1200,4.98597185569541,9.8981445262325e-8,8.500319381710142e-8,19,0,0,3.3684210526315788,0.7608859102526822,Inf,Inf,0.144951256,0.141998064
3,1200,4.555136777934,1.809667082852684e-8,6.466621016443241e-8,26,0,0,3.4615384615384617,0.7605665904189709,Inf,Inf,0.202696322,0.199586356
4,1200,5.870604075016381,4.0520262700738385e-8,8.59934061736567e-8,28,0,0,3.2857142857142856,0.7126966450997981,Inf,Inf,0.206435757,0.203600248
1,1500,4.3010066203032356,5.155561666470021e-8,5.858714757778216e-8,33,0,0,3.393939393939394,0.7044232543095956,Inf,Inf,2.221420274,2.199700756
2,1500,4.62361824893579,6.92002686264459e-8,9.048585525306407e-8,29,0,0,3.3793103448275863,0.727706431362473,Inf,Inf,0.264126724,0.260454126
3,1500,4.568350165856757,3.618333721533418e-8,5.6094222600222565e-8,28,0,0,3.3214285714285716,0.772373514927102,Inf,Inf,0.251298949,0.2478026
4,1500,4.3010066203032356,5.155561666470021e-8,5.858714757778216e-8,33,0,0,3.393939393939394,0.7044232543095956,Inf,Inf,0.301472213,0.297890076
5,1500,5.051636674603844,6.024947651894763e-8,8.929782779887319e-8,48,0,0,3.4375,0.6812457300276098,Inf,Inf,0.649887636,0.64524143
