seed,dimension,primal,dual_gap,smallest_dual_gap,iterations,time,fw_time
1,800,6.145612591888557,1.0092423963214969e-7,8.432903086941224e-8,48,0.217285053,0.214810416
2,800,6.463811536477816,9.746986506797839e-8,9.746986506797839e-8,35,0.174635607,0.172245509
3,800,5.931957024211178,1.1078293482569279e-7,9.688335467217257e-8,40,0.21243156,0.210000673
4,800,5.846592605698724,4.020557753392495e-8,7.165340321080294e-8,26,0.134794529,0.132319258
1,1200,4.4361660713765385,3.9484052649640944e-7,3.9484052649640944e-7,316451,3600.010725171,3600.007241103
2,1200,4.985971855695301,5.871449957339792e-7,5.871449957339792e-7,321757,3600.007595491,3600.004714844
3,1200,4.555136777933857,4.2623105400707573e-7,4.2623105400707573e-7,319863,3600.010843951,3600.008064112
4,1200,5.8706040750165105,1.8247055777464993e-7,1.8247055777464993e-7,321879,3600.016457977,3600.012590589
1,1500,4.301006620303253,3.5984271562483627e-7,3.5984271562483627e-7,185719,3600.014898948,3600.010626756
2,1500,4.623618248935807,4.5685078475798946e-7,4.5685078475798946e-7,205565,3600.012591336,3600.008433792
3,1500,4.568350165856945,2.544229573686607e-7,8.284382602141704e-8,53,0.505628387,0.501998542
4,1500,4.301006620303253,3.5984271562483627e-7,3.5984271562483627e-7,219276,3600.017637813,3600.013431997
5,1500,5.05163667460327,1.3497674444806762e-7,1.3497674444806762e-7,124971,3600.034440789,3600.028999085
