seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
5,40000,3602.115485213,3601.914822484,0.9841336894203013,1.7297238216751332e-7,1.4999291529649295e-7,15006,0.1520058643209383,0.35903853833294813
