seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
5,10000,31.002251624,30.970350549,0.888211406333752,1.2540400528421314e-7,2.2382148080063446e-7,29016,0.15201957540667219,0.35904605130995004
