seed,dimension,time,fw_time,primal,dual_gap,smallest_dual_gap,iterations,average_iter,std_iter
4,10000,25.969258859,25.936329481,0.82829486029584,1.4711403283768076e-7,2.2420796720601377e-7,24399,0.15201442682077135,0.3590422319542036
