ls_iter termination
0.14586624539231174 1.0
0.14670781893004115 2.0
0.17455621301775148 3.0
0.22809501337108698 4.0
0.28704410193804364 5.0
0.3044207317073171 6.0
0.3101628468033776 7.0
0.3219429820204629 8.0
0.3312144282652081 9.0
0.33557451078775713 10.0
0.3497937920555676 11.0
0.351345438634872 12.0
0.3518013357163014 13.0
0.3536325982312773 14.0
0.37346699370800895 15.0
0.3829227996395314 16.0
0.3897361598291902 17.0
0.4118437756702263 18.0
0.4146070816100071 19.0
0.4311437991377124 20.0
0.4347280917661264 21.0
0.44472361809045224 22.0
0.4738741339491917 23.0
0.5029562080368775 24.0
0.5121721063477757 25.0
0.5338069999969476 26.0
0.5466168072388197 27.0
0.5586376927988015 28.0
0.5735875502723927 29.0
0.582125548887557 30.0
0.5889231703477392 31.0
0.5946115817053088 32.0
0.598421489209677 33.0
0.6151336465518356 34.0
0.6273139356230139 35.0
