ls_iter termination
0.04035874439461883 1.0
0.04484304932735426 2.0
0.04878048780487805 3.0
0.053497942386831275 4.0
0.05405405405405406 5.0
0.05429864253393665 6.0
0.05761316872427984 7.0
0.05829596412556054 8.0
0.06611570247933884 9.0
0.07083333333333333 10.0
0.09296482412060302 11.0
0.09536082474226804 12.0
0.09743589743589744 13.0
0.0979381443298969 14.0
0.0987012987012987 15.0
0.09977827050997783 16.0
0.10044642857142858 17.0
0.104 18.0
0.10538116591928251 19.0
0.10638297872340426 20.0
0.1067193675889328 21.0
0.10865191146881288 22.0
0.1091314031180401 23.0
0.10946196660482375 24.0
0.11012433392539965 25.0
0.11044176706827309 26.0
0.11066398390342053 27.0
0.11252268602540835 28.0
0.11296296296296296 29.0
0.11307420494699646 30.0
0.1162079510703364 31.0
0.11724137931034483 32.0
0.11782477341389729 33.0
0.11796982167352538 34.0
0.11836115326251896 35.0
0.11854103343465046 36.0
0.11981566820276497 37.0
0.12104539202200826 38.0
0.125 39.0
0.12517193947730398 40.0
0.14242292661745548 41.0
0.14246323529411764 42.0
0.1426167437946992 43.0
0.1452349869451697 44.0
0.14529252227818676 45.0
0.26687085247575293 46.0
0.3278411910669975 47.0
0.3634401640228769 48.0
0.37597022860180757 49.0
0.3902137767220903 50.0
