ls_iter termination
0.0 1.0
0.0 2.0
0.0 3.0
0.0 4.0
0.0 5.0
0.0 6.0
0.0 7.0
0.0 8.0
0.0 9.0
0.0 10.0
0.0 11.0
0.6666666666666665 12.0
0.6666666666666665 13.0
0.7142857142857144 14.0
0.75 15.0
0.75 16.0
0.7674418604651163 17.0
0.8243243243243241 18.0
0.8333333333333335 19.0
0.8333333333333335 20.0
0.8500000000000001 21.0
0.8571428571428572 22.0
0.8636363636363638 23.0
0.875 24.0
0.8888888888888888 25.0
0.8999999999999999 26.0
0.8999999999999999 27.0
0.9090909090909092 28.0
0.9230769230769229 29.0
0.9285714285714284 30.0
0.9333333333333331 31.0
0.9333333333333331 32.0
0.9375 33.0
0.9389671361502345 34.0
0.9473684210526314 35.0
0.9523809523809526 36.0
0.96 37.0
0.9655172413793105 38.0
0.9666666666666668 39.0
0.9696969696969697 40.0
0.9729729729729728 41.0
0.9734513274336285 42.0
0.9743589743589745 43.0
0.9772727272727271 44.0
0.9881656804733727 45.0
0.9947460595446587 46.0
0.9977628635346756 47.0
0.9990749306197966 48.0
