time termination
0.007610962 1.0
0.011532503 2.0
0.014691339 3.0
0.057466035 4.0
2.197272813 5.0
2.286646874 6.0
2.698499682 7.0
3.211750216 8.0
3.363101748 9.0
4.139392707 10.0
4.36711544 11.0
5.834511779 12.0
5.999713781 13.0
6.167485527 14.0
6.803444235 15.0
8.069380145 16.0
8.251421504 17.0
8.351636274 18.0
9.24745659 19.0
11.63852275 20.0
12.478368089 21.0
13.056487066 22.0
13.352130835 23.0
21.031586038 24.0
30.660210487 25.0
31.65535822 26.0
37.153980206 27.0
37.59621511 28.0
37.835313091 29.0
57.919514749 30.0
68.465410525 31.0
80.347862453 32.0
81.328696671 33.0
89.355329275 34.0
106.341776468 35.0
158.138342669 36.0
167.795669192 37.0
205.951100505 38.0
213.918518175 39.0
225.938329344 40.0
319.92125662 41.0
385.022517188 42.0
386.446725963 43.0
401.618442857 44.0
572.53372172 45.0
588.051510477 46.0
1871.80368929 47.0
1976.52751157 48.0
3600.0 49.0
3600.0 50.0
