ls_iter dual_gap
0.39276739866710386 9.949251877135884e-8
0.39988385598141685 9.951957201988909e-8
0.4011658717541069 9.953186645185463e-8
0.42337011033099303 1.0814973360352004e-7
0.4340636191278704 1.0778636496105304e-7
0.43432285603414833 9.965960607802304e-8
0.4412765957446809 9.935752017659061e-8
0.4513274336283186 9.950173440916033e-8
0.4524242424242426 9.987764969503904e-8
0.4682080924855492 9.984386269926843e-8
0.4689475963620615 9.914502381233592e-8
0.4782878962791939 9.964939952887553e-8
0.48357119150348504 9.808741307723579e-8
0.4855781289189869 9.971718569791455e-8
0.49842295561197014 9.923011569379359e-8
0.5236024844720495 9.901843453161141e-8
0.5258997295610568 9.923313395998612e-8
0.5409011373578303 9.710618774534663e-8
0.5445869370712795 1.0489854485734584e-7
0.5512410537536168 9.795599969011914e-8
0.6661427224143353 9.840522668599916e-8
0.6675351260816971 9.795090781528071e-8
0.6744945567651635 9.804674533375746e-8
0.6874439096026759 9.615937823781451e-8
0.7050243111831445 9.926277645677661e-8
0.8428767750801649 1.0256752830395399e-7
0.8510047377879433 1.101826213809054e-7
0.8559241706161136 9.02028197066751e-8
0.8577867578489276 9.611244662643958e-8
0.8631383785605933 9.085359830435236e-8
