ls_iter termination
-0.9784172661870503 1.0
-0.9743150684931507 2.0
-0.9629057187017 3.0
-0.9601328903654485 4.0
-0.9566787003610109 5.0
-0.9462151394422311 6.0
-0.9209370424597365 7.0
-0.8996282527881041 8.0
-0.8006993006993006 9.0
1.7031684269038356 10.0
1.7525172231054582 11.0
1.8306936100491535 12.0
1.8404761904761906 13.0
1.853448275862069 14.0
1.8534675615212528 15.0
1.856801909307876 16.0
1.8599137931034484 17.0
1.8615751789976134 18.0
1.8636363636363638 19.0
1.8721590909090908 20.0
1.8771084337349397 21.0
1.8813559322033897 22.0
1.883522727272727 23.0
1.8865030674846626 24.0
1.8876889848812093 25.0
1.8888888888888888 26.0
1.8892307692307693 27.0
1.8929663608562692 28.0
1.893835616438356 29.0
1.896551724137931 30.0
1.898224852071006 31.0
1.9025787965616048 32.0
1.9037800687285222 33.0
1.9065217391304348 34.0
1.9196787148594376 35.0
1.923076923076923 36.0
1.9305555555555554 37.0
1.9357429718875503 38.0
1.9595141700404857 39.0
1.9867549668874172 40.0
1.9867549668874172 41.0
2.0 42.0
2.0 43.0
2.0 44.0
2.0 45.0
