ls_iter termination
2.519305019305019 1.0
2.5489443378119 2.0
2.6047904191616764 3.0
2.6125244618395307 4.0
2.6239999999999997 5.0
2.706896551724138 6.0
2.7151898734177218 7.0
2.7320675105485233 8.0
2.7657266811279824 9.0
2.770992366412214 10.0
2.775675675675676 11.0
2.785557986870897 12.0
2.7859078590785904 13.0
2.786343612334802 14.0
2.791044776119403 15.0
2.792284866468843 16.0
2.7944250871080136 17.0
2.7957957957957955 18.0
2.800699300699301 19.0
2.808673469387755 20.0
2.81437125748503 21.0
2.819787985865724 22.0
2.821428571428571 23.0
2.821428571428571 24.0
2.8256410256410254 25.0
2.8283378746594003 26.0
2.830601092896175 27.0
2.843835616438356 28.0
2.8453608247422677 29.0
2.855297157622739 30.0
2.926174496644295 31.0
2.9400000000000004 32.0
2.9848484848484844 33.0
2.9863945578231297 34.0
3.020408163265306 35.0
3.0277777777777777 36.0
3.0384615384615383 37.0
3.0769230769230766 38.0
3.0999999999999996 39.0
3.0999999999999996 40.0
