ls_iter termination
1.7199341021416803 1.0
1.7391304347826089 2.0
1.7404958677685949 3.0
1.7419354838709675 4.0
1.7433774834437088 5.0
1.7485714285714287 6.0
1.7534013605442178 7.0
1.7543859649122808 8.0
1.771144278606965 9.0
1.7786069651741294 10.0
1.7813411078717203 11.0
1.7827160493827159 12.0
1.7828054298642533 13.0
1.7846534653465347 14.0
1.7850678733031673 15.0
1.7866004962779156 16.0
1.789473684210526 17.0
1.7970401691331923 18.0
1.797773654916512 19.0
1.7999999999999998 20.0
1.8027210884353742 21.0
1.8044692737430168 22.0
1.8046709129511678 23.0
1.8055555555555554 24.0
1.8059701492537314 25.0
1.8095238095238093 26.0
1.8100558659217878 27.0
1.8115671641791047 28.0
1.8159851301115242 29.0
1.816933638443936 30.0
1.8212290502793298 31.0
1.8212765957446808 32.0
1.8264925373134329 33.0
1.8290598290598292 34.0
1.8531073446327682 35.0
1.8598726114649682 36.0
1.872611464968153 37.0
1.8846153846153846 38.0
1.9038461538461537 39.0
1.9044585987261144 40.0
