ls_iter termination
0.11372549019607843 1.0
0.11931818181818182 2.0
0.12307692307692308 3.0
0.12835820895522387 4.0
0.12858464384828863 5.0
0.13290113452188007 6.0
0.1342925659472422 7.0
0.13476263399693722 8.0
0.13498836307214895 9.0
0.1354764638346728 10.0
0.13603603603603603 11.0
0.1362763915547025 12.0
0.13719806763285025 13.0
0.13736263736263737 14.0
0.13765182186234817 15.0
0.1380952380952381 16.0
0.1385165326184093 17.0
0.13860716700473294 18.0
0.139186295503212 19.0
0.14032496307237813 20.0
0.14043887147335424 21.0
0.1404746632456703 22.0
0.14072327044025157 23.0
0.1414225941422594 24.0
0.14169847328244276 25.0
0.1419053964023984 26.0
0.1419068736141907 27.0
0.14270328486806677 28.0
0.1427216690374585 29.0
0.14275717284814557 30.0
0.14278455284552846 31.0
0.14309859154929577 32.0
0.14310246136233543 33.0
0.14339386349405134 34.0
0.14383923849814914 35.0
0.14431412544620092 36.0
0.14435146443514643 37.0
0.144617032672737 38.0
0.14479830148619957 39.0
0.14486486486486486 40.0
0.14505119453924914 41.0
0.14545454545454545 42.0
0.14557235421166306 43.0
0.1462872387727879 44.0
0.14646464646464646 45.0
0.1465603190428714 46.0
