ls_iter no_instance
0.9141120507399578 1.0
0.9304029304029302 2.0
0.9371069182389937 3.0
0.9405506883604504 4.0
0.941362916006339 5.0
0.9534198113207548 6.0
0.9558652729384436 7.0
0.9579524680073126 8.0
0.9580838323353293 9.0
0.9630078835657976 10.0
0.9645569620253163 11.0
0.9671412924424971 12.0
0.967379077615298 13.0
0.9703947368421053 14.0
0.9766627771295218 15.0
0.9804772234273318 16.0
0.9831775700934577 17.0
0.9883040935672516 18.0
0.9883495145631067 19.0
0.9943074003795065 20.0
1.0032475063790303 21.0
1.005470174524616 22.0
1.0077700077700076 23.0
1.0149842271293377 24.0
1.0212435233160622 25.0
1.024583866837388 26.0
1.0258935083880378 27.0
1.0298055064410203 28.0
1.0415422885572139 29.0
1.0451776649746192 30.0
