ls_iter termination
-0.9367088607594938 1.0
-0.9096385542168675 2.0
-0.8249027237354085 3.0
0.1376146788990824 4.0
2.4737221022318217 5.0
2.5666423889293517 6.0
2.5876671619613667 7.0
2.588486140724947 8.0
2.7096491228070176 9.0
3.3387533875338757 10.0
3.3486486486486484 11.0
3.370572207084469 12.0
3.3787465940054497 13.0
3.3983516483516487 14.0
3.481012658227848 15.0
3.488888888888889 16.0
3.4984126984126984 17.0
3.5015873015873016 18.0
3.5111821086261985 19.0
3.593155893536122 20.0
3.6083650190114067 21.0
3.6083650190114067 22.0
3.6378600823045266 23.0
3.6439393939393936 24.0
3.6983471074380168 25.0
3.703846153846154 26.0
3.7077625570776256 27.0
3.7351598173515983 28.0
3.7458333333333336 29.0
3.7541666666666664 30.0
3.8018433179723505 31.0
3.8194444444444446 32.0
3.833333333333333 33.0
3.890710382513661 34.0
3.8961748633879782 35.0
3.8967391304347823 36.0
3.9135135135135135 37.0
3.954545454545454 38.0
3.963636363636364 39.0
3.9727272727272727 40.0
3.979591836734694 41.0
3.97979797979798 42.0
3.9897959183673466 43.0
4.0 44.0
4.0 45.0
