ls_iter dual_gap
0.899786210582576 0.13087402032067622
0.9077901430842608 0.282654146879146
0.9298796441653585 0.2242101732439399
0.9313495782567949 0.13115193439367778
0.9504706409681756 0.12766633260013874
0.9601406799531067 0.12570869535210452
0.9641657334826426 0.13478495066876467
0.9654289372599232 0.12087771985672788
0.9739696312364425 0.13974063231358222
0.9759036144578315 0.13723457109652126
1.0042836744407424 0.12684773368971608
1.0049352251696484 0.13288347991808208
1.0246231155778895 0.1276616157269444
1.0354591836734692 0.13578454876887988
1.036101083032491 0.5307098199641647
1.0395433027011975 0.6883414659684498
1.0406141654284298 0.1286218040356569
1.0444275196750445 0.16340784343344403
1.0563598759048602 0.1262695724336495
1.056576047024247 0.12353266449434135
1.05672268907563 0.1521343000553166
1.0580519118057494 0.8362676215154582
1.0600403632694246 0.13251897797884568
1.0603784084585421 0.9605744702145949
1.0692702394526794 4.714924312155031
1.0757995467136743 0.13877450514374587
1.0823792236805363 3.646395772641857
1.088622069754145 5.907449169290652
1.0901275651691624 2.757782153489658
1.0922619047619047 2627.5592102561104
1.1014410850522744 11.144985047517535
1.1206896551724137 6446.838390292314
1.1218424962852898 5617.655979505453
1.1309352517985611 5264.967877485078
1.143884892086331 5488.51379254407
1.966580976863753 1.6642148851163745e7
2.5579268292682924 1.5078291784595013e7
2.7821380243572396 1.5160373680072308e7
3.132075471698113 2.2330482880551815e7
3.2603174603174603 7.531116655591488e6
3.2817679558011053 1.9320953047026634e7
3.283018867924528 2.2264448675759792e7
3.3941841680129237 1.6174459504666328e7
3.4297253634894993 1.1602662627519608e7
3.4728171334431632 9.394443186120987e6
3.5442622950819676 1.3828688455620289e7
3.59349593495935 1.172883385159874e7
3.705785123966942 1.2314958632098198e7
3.75320970042796 2.477040199326992e7
3.781560283687943 9.830521374872208e6
