ls_iter termination
1.4506842850401132 1.0
1.5062047569803516 2.0
1.5167407407407407 3.0
1.5170906200317966 4.0
1.5366218236173395 5.0
1.5557626592109353 6.0
1.5742018981880932 7.0
1.5768656716417913 8.0
1.579313543599258 9.0
1.5896069287141907 10.0
1.5917225950782998 11.0
1.5963987703118137 12.0
1.5978745286253 13.0
1.5983313468414782 14.0
1.5991486342674706 15.0
1.6012195121951218 16.0
1.610381488430269 17.0
1.6159145711333105 18.0
1.6164948453608248 19.0
1.6345733041575494 20.0
1.64260686755431 21.0
1.6502222222222223 22.0
1.6527777777777777 23.0
1.658125915080527 24.0
1.6615136876006442 25.0
1.696715049656226 26.0
1.7002257336343116 27.0
1.7041619797525311 28.0
1.7138364779874213 29.0
1.7277701778385772 30.0
1.7282463186077646 31.0
1.7424942263279446 32.0
1.7437125748502993 33.0
1.7564683053040104 34.0
1.7579250720461097 35.0
1.773071104387292 36.0
1.8075328265376642 37.0
