ls_iter termination
-0.8631921824104234 1.0
-0.5443037974683544 2.0
2.5709366391184574 3.0
2.655525238744884 4.0
2.727956254272044 5.0
2.7645348837209305 6.0
2.765625 7.0
2.854440789473684 8.0
3.673267326732673 9.0
4.185303514376997 10.0
4.224299065420561 11.0
4.294498381877022 12.0
4.302931596091205 13.0
4.485714285714286 14.0
4.574626865671642 15.0
4.586956521739131 16.0
4.597744360902255 17.0
4.609589041095891 18.0
4.874045801526718 19.0
4.881057268722467 20.0
5.018433179723503 21.0
5.054187192118227 22.0
5.0963302752293576 23.0
5.1 24.0
5.11520737327189 25.0
5.13125 26.0
5.16256157635468 27.0
5.2707182320441985 28.0
5.298342541436464 29.0
5.333333333333333 30.0
5.342696629213483 31.0
5.3841807909604515 32.0
5.513333333333334 33.0
5.52317880794702 34.0
5.621621621621622 35.0
5.663157894736842 36.0
5.801369863013699 37.0
5.9523809523809526 38.0
6.276315789473685 39.0
6.466666666666667 40.0
6.524390243902438 41.0
6.62962962962963 42.0
6.737500000000001 43.0
7.217391304347826 44.0
8.157142857142857 45.0
