ls_iter termination
2.662650602409639 1.0
2.675247524752475 2.0
2.772819472616633 3.0
2.7858627858627862 4.0
2.787190082644628 5.0
2.9211136890951277 6.0
2.944055944055944 7.0
2.9511627906976745 8.0
2.955813953488372 9.0
2.974418604651163 10.0
2.9946949602122013 11.0
3.002808988764045 12.0
3.0238095238095237 13.0
3.032608695652174 14.0
3.034090909090909 15.0
3.037383177570093 16.0
3.042440318302387 17.0
3.04953560371517 18.0
3.0530503978779837 19.0
3.059659090909091 20.0
3.0625 21.0
3.0681818181818183 22.0
3.0875912408759127 23.0
3.09375 24.0
3.094827586206897 25.0
3.0999999999999996 26.0
3.1014492753623184 27.0
3.1180811808118083 28.0
3.12 29.0
3.128571428571429 30.0
3.134408602150538 31.0
3.1654676258992804 32.0
3.1798561151079134 33.0
3.208 34.0
3.225806451612903 35.0
3.2391304347826084 36.0
3.241935483870968 37.0
3.258064516129032 38.0
3.284552845528455 39.0
3.3014705882352944 40.0
