ls_iter termination
1.3207885304659497 1.0
1.3867120954003407 2.0
1.3881773399014778 3.0
1.4364797728885734 4.0
1.4403131115459882 5.0
1.4783950617283952 6.0
1.481707317073171 7.0
1.4905094905094907 8.0
1.5074235807860261 9.0
1.5080213903743314 10.0
1.5091174325309993 11.0
1.5091743119266057 12.0
1.5107569721115537 13.0
1.513744075829384 14.0
1.516690856313498 15.0
1.5185856754306437 16.0
1.5246305418719213 17.0
1.5290909090909093 18.0
1.5315985130111525 19.0
1.5389558232931728 20.0
1.5391459074733098 21.0
1.5413732394366195 22.0
1.5490018148820326 23.0
1.5491329479768785 24.0
1.5513748191027497 25.0
1.5543478260869565 26.0
1.55452865064695 27.0
1.555166374781086 28.0
1.555282555282555 29.0
1.559218559218559 30.0
1.5642512077294688 31.0
1.5666666666666669 32.0
1.5671768707482991 33.0
1.5754985754985755 34.0
1.575883575883576 35.0
1.577294685990338 36.0
1.5797503467406382 37.0
1.6119096509240247 38.0
1.6182085168869311 39.0
1.6186440677966103 40.0
1.6187624750499001 41.0
1.6207906295754024 42.0
1.6237244897959182 43.0
1.6261398176291793 44.0
1.6272727272727274 45.0
1.6291079812206575 46.0
1.6345514950166113 47.0
