ls_iter termination
0.39276739866710386 1.0
0.39988385598141685 2.0
0.4011658717541069 3.0
0.42337011033099303 4.0
0.4340636191278704 5.0
0.43432285603414833 6.0
0.4412765957446809 7.0
0.4513274336283186 8.0
0.4524242424242426 9.0
0.4682080924855492 10.0
0.4689475963620615 11.0
0.4782878962791939 12.0
0.48357119150348504 13.0
0.4855781289189869 14.0
0.49842295561197014 15.0
0.5236024844720495 16.0
0.5258997295610568 17.0
0.5409011373578303 18.0
0.5445869370712795 19.0
0.5512410537536168 20.0
0.6661427224143353 21.0
0.6675351260816971 22.0
0.6744945567651635 23.0
0.6874439096026759 24.0
0.7050243111831445 25.0
0.8428767750801649 26.0
0.8510047377879433 27.0
0.8559241706161136 28.0
0.8577867578489276 29.0
0.8631383785605933 30.0
