ls_iter termination
2.645804676753783 1.0
2.730795377294357 2.0
2.856378915202445 3.0
2.8744650499286735 4.0
3.0806159420289854 5.0
4.673469387755102 6.0
4.776632302405498 7.0
4.7874564459930316 8.0
4.857142857142857 9.0
5.096774193548387 10.0
5.318367346938776 11.0
5.349397590361446 12.0
5.364754098360656 13.0
5.432773109243698 14.0
5.600858369098712 15.0
5.979166666666667 16.0
6.020725388601036 17.0
6.197860962566844 18.0
6.317204301075268 19.0
6.43859649122807 20.0
6.447674418604651 21.0
6.529411764705882 22.0
6.603550295857989 23.0
6.688622754491018 24.0
7.040816326530612 25.0
7.075862068965517 26.0
7.159722222222221 27.0
7.263888888888889 28.0
7.768595041322314 29.0
7.8375 30.0
7.909090909090908 31.0
7.9914529914529915 32.0
8.531531531531531 33.0
8.557522123893806 34.0
10.160714285714286 35.0
11.942307692307692 36.0
13.042553191489361 37.0
13.634146341463415 38.0
14.100000000000001 39.0
14.333333333333332 40.0
14.534883720930232 41.0
16.175 42.0
18.93548387096774 43.0
24.51851851851852 44.0
26.08695652173913 45.0
