ls_iter dual_gap
0.5 0.0
0.5 1.3877787807814457e-17
0.875 1.04893914387727e-9
0.8947368421052633 1.4117437374672193e-7
0.8999999999999999 2.141487057127911e-8
0.8999999999999999 9.088795498157776e-8
0.8999999999999999 7.326258767703653e-8
0.9090909090909092 2.240117510932116e-8
0.9090909090909092 1.6351717949114608e-7
0.9090909090909092 3.858124020261755e-8
0.9090909090909092 7.369155592684695e-8
0.9090909090909092 3.150475641477968e-8
0.9090909090909092 2.065870771672529e-8
0.9166666666666665 2.486314754079899e-8
0.9166666666666665 3.4116502220515876e-8
0.9166666666666665 4.478796006290864e-8
0.9230769230769229 3.978690298056531e-8
0.9285714285714284 3.939741756442405e-8
0.9310344827586206 4.07537524560464e-8
0.9333333333333331 1.956441245676288e-7
0.9375 1.7579275382595405e-7
0.9444444444444446 1.1333987154360514e-7
0.9444444444444446 1.0005869552354163e-7
0.9444444444444446 3.128237879845841e-8
0.9444444444444446 3.392499305088226e-8
0.9444444444444446 1.1897124491122568e-7
0.9444444444444446 7.590893329190163e-8
0.9444444444444446 1.3086121522509764e-7
0.9473684210526314 7.957493361465673e-8
0.9473684210526314 2.1775030875637036e-8
0.9473684210526314 3.757385548530667e-8
0.9500000000000002 2.2650673586754877e-8
0.9500000000000002 1.4899730185757853e-8
0.9500000000000002 7.800927318002415e-8
0.9500000000000002 1.3937144420494985e-7
0.9523809523809526 8.970322278034626e-8
0.9565217391304346 1.0790227267243324e-8
0.9583333333333335 5.867772609469135e-8
0.9583333333333335 6.304676658519526e-8
0.9583333333333335 6.47509674350788e-8
0.96 3.633107689693382e-8
0.9615384615384617 2.646812169437851e-8
0.9615384615384617 9.189037614154572e-9
0.9629629629629628 6.954549709725644e-8
0.9642857142857144 5.8442173864192704e-8
0.9655172413793105 2.916818314657732e-8
0.9655172413793105 4.9682299746445224e-8
0.9666666666666668 6.185238360378875e-8
0.96875 5.2306918879585496e-8
0.96875 2.2843708702424692e-8
