ls_iter dual_gap
1.2857142857142856 4.0520262700738385e-8
1.3214285714285716 3.618333721533418e-8
1.3684210526315788 9.8981445262325e-8
1.3793103448275863 6.92002686264459e-8
1.3846153846153846 7.834876214474207e-8
1.393939393939394 5.155561666470021e-8
1.393939393939394 5.155561666470021e-8
1.4285714285714284 4.001981324108783e-8
1.4375 6.024947651894763e-8
1.4444444444444446 9.595169103704393e-9
1.4615384615384617 1.809667082852684e-8
1.5 5.456388407765189e-8
1.5333333333333332 7.138203272916144e-8
