ls_iter dual_gap
1.4839272364814353 1.1079950645864756e-7
1.5038736591179975 8.762127734485148e-8
1.6152474364690148 1.1010608780281927e-7
1.6439426834563613 1.0332484556840882e-7
1.6689098250336474 1.2975422691852145e-7
2.5858915741345525 0.0063152621359616745
2.7455048409405256 0.03673270898861425
2.7932761087267526 0.02037837917344376
2.8658192090395485 0.06286828154192747
3.0566371681415934 0.07763926799803045
4.655518394648829 3.0072139053299374
4.739130434782608 2.875222576917942
4.76530612244898 2.3963748990289844
4.810996563573883 3.2068802610501255
5.096774193548387 3.5858095433933865
5.308943089430894 4.231911375516043
5.364754098360656 4.5800971370582
5.373983739837398 4.2196004819913835
5.3795918367346935 4.393534834481192
5.547717842323651 5.038547056487566
5.924242424242424 7.484977817736418
6.0102040816326525 7.724594553106485
6.144329896907216 8.074856438281854
6.255208333333334 7.444125169424186
6.396551724137931 8.21587716568181
6.413793103448276 8.626750987007195
6.473988439306359 9.03989479288151
6.5847953216374275 8.91517580716823
6.664705882352941 8.999919856056337
6.986666666666666 12.060678058777587
7.0 13.122491843230222
7.013333333333334 12.25344477366467
7.210884353741497 12.679697804366155
7.716867469879517 10.100220922606933
7.8235294117647065 18.14204778481119
7.9576271186440675 17.603821322859705
8.017094017094017 17.436447524662523
8.408695652173913 20.292241683841556
8.598214285714286 19.831087268532258
9.914529914529915 24.527141477440484
11.942307692307692 84.277080401902
12.54 93.01189207231934
13.090909090909092 125.25984484171458
13.488372093023257 127.15432054839621
13.511627906976743 127.60840084854013
14.133333333333333 116.62387825694036
15.902439024390244 427.14496044813285
17.735294117647058 232.71777234189656
22.129032258064516 848.2346516075933
23.11111111111111 1257.8895919426343
