ls_iter termination
0.0 1.0
0.0 2.0
0.0 3.0
0.0 4.0
0.0 5.0
0.0 6.0
0.0 7.0
0.0 8.0
0.0 9.0
0.0 10.0
0.0 11.0
0.6666666666666665 12.0
0.7142857142857144 13.0
0.7333333333333334 14.0
0.7391304347826089 15.0
0.75 16.0
0.75 17.0
0.7674418604651163 18.0
0.8243243243243241 19.0
0.8333333333333335 20.0
0.8333333333333335 21.0
0.8333333333333335 22.0
0.8500000000000001 23.0
0.8571428571428572 24.0
0.8636363636363638 25.0
0.8672199170124482 26.0
0.875 27.0
0.8888888888888888 28.0
0.9090909090909092 29.0
0.9230769230769229 30.0
0.9333333333333331 31.0
0.9333333333333331 32.0
0.9375 33.0
0.9473684210526314 34.0
0.9523809523809526 35.0
0.9523809523809526 36.0
0.9558823529411766 37.0
0.9615384615384617 38.0
0.9666666666666668 39.0
0.9666666666666668 40.0
0.9696969696969697 41.0
0.9729729729729728 42.0
0.982905982905983 43.0
0.9867549668874172 44.0
0.9881656804733727 45.0
0.9926470588235294 46.0
0.9943977591036415 47.0
0.9950738916256157 48.0
0.9989010989010989 49.0
0.9990749306197966 50.0
