ls_iter dual_gap
0.0 2.3817995742358988e-8
0.0 3.217253299533929e-8
0.0 9.912175679555046e-8
0.0 1.2207455882956575e-8
0.0 3.5591303572737876e-8
0.0 3.450058347169438e-8
0.0 3.3845746500588136e-9
0.0 2.95137767142295e-8
0.0 3.685180311081837e-8
0.0 2.1448127111162174e-9
0.0 2.8939498806883346e-8
0.6666666666666665 6.953388259275939e-9
0.6666666666666665 1.935722370935422e-8
0.7142857142857144 5.1686775527984286e-9
0.7333333333333334 7.996023010728437e-8
0.7391304347826089 1.0634648059480029e-7
0.75 6.476533477052515e-8
0.75 6.423224572713049e-8
0.7674418604651163 6.343641980807724e-8
0.7999999999999998 2.5922281181658957e-7
0.8243243243243241 2.048279021671373e-7
0.8333333333333335 7.173503669896664e-8
0.8461538461538463 1.3195857492299956e-7
0.8571428571428572 8.576072452887162e-9
0.8636363636363638 2.6154908754419393e-8
0.875 3.8183744254221413e-7
0.8888888888888888 1.4208797456498334e-7
0.9230769230769229 1.2624344698439205e-7
0.9333333333333331 2.295421056008884e-8
0.9333333333333331 2.9752709261587906e-8
0.9473684210526314 1.3046386780277142e-7
0.9503105590062111 2.7084971946853e-7
0.9512195121951219 1.4318393682299577e-6
0.9523809523809526 5.332718278419635e-8
0.9523809523809526 6.358429885128941e-8
0.9545454545454546 5.482978178081299e-8
0.9583333333333335 9.37780122974366e-8
0.9615384615384617 9.376821141944547e-8
0.9637681159420288 2.8298923251436625e-7
0.9655172413793105 7.459389193831267e-8
0.9696969696969697 8.149834313311843e-8
0.9714285714285715 7.418691722396731e-8
0.9823008849557522 1.0981956229810796e-7
0.9881656804733727 1.0692029801546293e-7
0.9885714285714284 1.6120365161492733e-7
0.9926470588235294 1.9931370882214638e-7
0.9945054945054945 1.3627261783409617e-7
0.9976359338061465 2.1717226816875268e-7
0.9990749306197966 1.1233307887353883e-7
0.9994538503549975 1.7374508556183832e-7
